Country Name,Indicator Name,Year,Value
Belarus,Agricultural raw materials exports (% of merchandise exports),2005,2.507947455
Belarus,Gross savings (% of GDP),2005,27.955667
Belarus,Total natural resources rents (% of GDP),2005,1.730667103
Belgium,Agricultural raw materials imports (% of merchandise imports),2005,1.190841387
Belgium,Agricultural raw materials exports (% of merchandise exports),2005,1.247500708
Belgium,Gross savings (% of GDP),2005,27.31682217
Belgium,Total natural resources rents (% of GDP),2005,0.015672803
Belize,Agricultural raw materials imports (% of merchandise imports),2005,0.799304472
Belize,Agricultural raw materials exports (% of merchandise exports),2005,0.700274199
Belize,Gross savings (% of GDP),2005,7.419570102
Belize,Total natural resources rents (% of GDP),2005,0.287265144
Benin,Agricultural raw materials imports (% of merchandise imports),2005,4.223390456
Benin,Agricultural raw materials exports (% of merchandise exports),2005,64.32519794
Benin,Gross savings (% of GDP),2005,12.1909299
Benin,Total natural resources rents (% of GDP),2005,3.04730613
Bermuda,Agricultural raw materials imports (% of merchandise imports),2005,0.929468757
Bermuda,Agricultural raw materials exports (% of merchandise exports),2005,0
Bermuda,Gross savings (% of GDP),2005,0
Bermuda,Total natural resources rents (% of GDP),2005,0
Bhutan,Agricultural raw materials imports (% of merchandise imports),2005,0.582818935
Bhutan,Agricultural raw materials exports (% of merchandise exports),2005,0.241835405
Bhutan,Gross savings (% of GDP),2005,0
Bhutan,Total natural resources rents (% of GDP),2005,2.641792756
Bolivia,Agricultural raw materials imports (% of merchandise imports),2005,1.433129616
Bolivia,Agricultural raw materials exports (% of merchandise exports),2005,1.745408516
Bolivia,Gross savings (% of GDP),2005,19.88251206
Bolivia,Total natural resources rents (% of GDP),2005,11.72050672
Bosnia and Herzegovina,Agricultural raw materials imports (% of merchandise imports),2005,1.237858673
Bosnia and Herzegovina,Agricultural raw materials exports (% of merchandise exports),2005,9.78338718
Bosnia and Herzegovina,Gross savings (% of GDP),2005,7.843221908
Bosnia and Herzegovina,Total natural resources rents (% of GDP),2005,1.831371296
Botswana,Agricultural raw materials imports (% of merchandise imports),2005,0.884905584
Botswana,Agricultural raw materials exports (% of merchandise exports),2005,0.162496281
Botswana,Gross savings (% of GDP),2005,40.4367157
Botswana,Total natural resources rents (% of GDP),2005,2.343945358
Brazil,Agricultural raw materials imports (% of merchandise imports),2005,1.538393923
Brazil,Agricultural raw materials exports (% of merchandise exports),2005,3.897915734
Brazil,Gross savings (% of GDP),2005,18.11409555
Brazil,Total natural resources rents (% of GDP),2005,3.783594439
British Virgin Islands,Agricultural raw materials imports (% of merchandise imports),2005,0
British Virgin Islands,Agricultural raw materials exports (% of merchandise exports),2005,0
British Virgin Islands,Gross savings (% of GDP),2005,0
British Virgin Islands,Total natural resources rents (% of GDP),2005,0
Brunei Darussalam,Agricultural raw materials imports (% of merchandise imports),2005,0
Brunei Darussalam,Agricultural raw materials exports (% of merchandise exports),2005,0
Brunei Darussalam,Gross savings (% of GDP),2005,55.18984482
Brunei Darussalam,Total natural resources rents (% of GDP),2005,34.0405583
Bulgaria,Agricultural raw materials imports (% of merchandise imports),2005,1.35240727
Bulgaria,Agricultural raw materials exports (% of merchandise exports),2005,1.778539022
Bulgaria,Gross savings (% of GDP),2005,16.7567848
Bulgaria,Total natural resources rents (% of GDP),2005,1.004785095
Burkina Faso,Agricultural raw materials imports (% of merchandise imports),2005,0.644397259
Burkina Faso,Agricultural raw materials exports (% of merchandise exports),2005,74.71595519
Burkina Faso,Gross savings (% of GDP),2005,5.853700299
Burkina Faso,Total natural resources rents (% of GDP),2005,6.324784155
Burundi,Agricultural raw materials imports (% of merchandise imports),2005,1.354335466
Burundi,Agricultural raw materials exports (% of merchandise exports),2005,2.200428844
Burundi,Gross savings (% of GDP),2005,15.3535761
Burundi,Total natural resources rents (% of GDP),2005,26.46328696
Cabo Verde,Agricultural raw materials imports (% of merchandise imports),2005,1.806920315
Cabo Verde,Agricultural raw materials exports (% of merchandise exports),2005,0
Cabo Verde,Gross savings (% of GDP),2005,0
Cabo Verde,Total natural resources rents (% of GDP),2005,0.537280558
Cambodia,Agricultural raw materials imports (% of merchandise imports),2005,2.195010154
Cambodia,Agricultural raw materials exports (% of merchandise exports),2005,1.5810819
Cambodia,Gross savings (% of GDP),2005,15.33938437
Cambodia,Total natural resources rents (% of GDP),2005,1.7198481
Cameroon,Agricultural raw materials imports (% of merchandise imports),2005,0.258630742
Cameroon,Agricultural raw materials exports (% of merchandise exports),2005,19.29015567
Cameroon,Gross savings (% of GDP),2005,16.87037525
Cameroon,Total natural resources rents (% of GDP),2005,8.326126538
Canada,Agricultural raw materials imports (% of merchandise imports),2005,1.236661499
Canada,Agricultural raw materials exports (% of merchandise exports),2005,4.995217211
Canada,Gross savings (% of GDP),2005,24.45175414
Canada,Total natural resources rents (% of GDP),2005,4.411673816
Cayman Islands,Agricultural raw materials imports (% of merchandise imports),2005,0
Cayman Islands,Agricultural raw materials exports (% of merchandise exports),2005,0
Cayman Islands,Gross savings (% of GDP),2005,0
Cayman Islands,Total natural resources rents (% of GDP),2005,0
Central African Republic,Agricultural raw materials imports (% of merchandise imports),2005,27.36082895
Central African Republic,Agricultural raw materials exports (% of merchandise exports),2005,43.15309275
Central African Republic,Gross savings (% of GDP),2005,0
Central African Republic,Total natural resources rents (% of GDP),2005,8.579298442
Chad,Agricultural raw materials imports (% of merchandise imports),2005,0
Chad,Agricultural raw materials exports (% of merchandise exports),2005,0
Chad,Gross savings (% of GDP),2005,0
Chad,Total natural resources rents (% of GDP),2005,38.65062378
Channel Islands,Agricultural raw materials imports (% of merchandise imports),2005,0
Channel Islands,Agricultural raw materials exports (% of merchandise exports),2005,0
Channel Islands,Gross savings (% of GDP),2005,0
Channel Islands,Total natural resources rents (% of GDP),2005,0
Chile,Agricultural raw materials imports (% of merchandise imports),2005,0.982921918
Chile,Agricultural raw materials exports (% of merchandise exports),2005,6.301330717
Chile,Gross savings (% of GDP),2005,23.33883075
Chile,Total natural resources rents (% of GDP),2005,9.746467358
China,Agricultural raw materials imports (% of merchandise imports),2005,3.901436314
China,Agricultural raw materials exports (% of merchandise exports),2005,0.534922677
China,Gross savings (% of GDP),2005,45.95478215
China,Total natural resources rents (% of GDP),2005,5.040991497
Colombia,Agricultural raw materials imports (% of merchandise imports),2005,1.65996232
Colombia,Agricultural raw materials exports (% of merchandise exports),2005,4.544152479
Colombia,Gross savings (% of GDP),2005,18.46602276
Colombia,Total natural resources rents (% of GDP),2005,6.388416725
Comoros,Agricultural raw materials imports (% of merchandise imports),2005,0.336865595
Comoros,Agricultural raw materials exports (% of merchandise exports),2005,0.068197014
Comoros,Gross savings (% of GDP),2005,8.559629262
Comoros,Total natural resources rents (% of GDP),2005,1.286908403
"Congo, Dem. Rep.",Agricultural raw materials imports (% of merchandise imports),2005,0
"Congo, Dem. Rep.",Agricultural raw materials exports (% of merchandise exports),2005,0
"Congo, Dem. Rep.",Gross savings (% of GDP),2005,7.362421648
"Congo, Dem. Rep.",Total natural resources rents (% of GDP),2005,23.08570995
"Congo, Rep.",Agricultural raw materials imports (% of merchandise imports),2005,0
"Congo, Rep.",Agricultural raw materials exports (% of merchandise exports),2005,0
"Congo, Rep.",Gross savings (% of GDP),2005,32.69808844
"Congo, Rep.",Total natural resources rents (% of GDP),2005,52.10988877
Costa Rica,Agricultural raw materials imports (% of merchandise imports),2005,1.065840094
Costa Rica,Agricultural raw materials exports (% of merchandise exports),2005,2.995971057
Costa Rica,Gross savings (% of GDP),2005,14.1790465
Costa Rica,Total natural resources rents (% of GDP),2005,0.985765599
Cote d'Ivoire,Agricultural raw materials imports (% of merchandise imports),2005,0.457916545
Cote d'Ivoire,Agricultural raw materials exports (% of merchandise exports),2005,8.24920384
Cote d'Ivoire,Gross savings (% of GDP),2005,-18.75292357
Cote d'Ivoire,Total natural resources rents (% of GDP),2005,5.376601151
Croatia,Agricultural raw materials imports (% of merchandise imports),2005,1.302925943
Croatia,Agricultural raw materials exports (% of merchandise exports),2005,3.400653126
Croatia,Gross savings (% of GDP),2005,19.4411137
Croatia,Total natural resources rents (% of GDP),2005,0.769908909
Cuba,Agricultural raw materials imports (% of merchandise imports),2005,0.721604014
Cuba,Agricultural raw materials exports (% of merchandise exports),2005,0.144000222
Cuba,Gross savings (% of GDP),2005,0
Cuba,Total natural resources rents (% of GDP),2005,2.943230566
Curacao,Agricultural raw materials imports (% of merchandise imports),2005,0
Curacao,Agricultural raw materials exports (% of merchandise exports),2005,0
Curacao,Gross savings (% of GDP),2005,0
Curacao,Total natural resources rents (% of GDP),2005,0
Cyprus,Agricultural raw materials imports (% of merchandise imports),2005,1.102509407
Cyprus,Agricultural raw materials exports (% of merchandise exports),2005,1.245975127
Cyprus,Gross savings (% of GDP),2005,17.21594017
Cyprus,Total natural resources rents (% of GDP),2005,0.000730871
Czech Republic,Agricultural raw materials imports (% of merchandise imports),2005,1.531046504
Czech Republic,Agricultural raw materials exports (% of merchandise exports),2005,1.439774096
Czech Republic,Gross savings (% of GDP),2005,26.78176141
Czech Republic,Total natural resources rents (% of GDP),2005,0.768620055
Denmark,Agricultural raw materials imports (% of merchandise imports),2005,2.260968039
Denmark,Agricultural raw materials exports (% of merchandise exports),2005,2.551276996
Denmark,Gross savings (% of GDP),2005,26.40806444
Denmark,Total natural resources rents (% of GDP),2005,1.734286438
Djibouti,Agricultural raw materials imports (% of merchandise imports),2005,0
Djibouti,Agricultural raw materials exports (% of merchandise exports),2005,0
Djibouti,Gross savings (% of GDP),2005,0
Djibouti,Total natural resources rents (% of GDP),2005,0.529249755
Dominica,Agricultural raw materials imports (% of merchandise imports),2005,1.3418119
Dominica,Agricultural raw materials exports (% of merchandise exports),2005,0.093600595
Dominica,Gross savings (% of GDP),2005,0
Dominica,Total natural resources rents (% of GDP),2005,0.021210793
Dominican Republic,Agricultural raw materials imports (% of merchandise imports),2005,2.156455705
Dominican Republic,Agricultural raw materials exports (% of merchandise exports),2005,0.378556049
Dominican Republic,Gross savings (% of GDP),2005,21.99890808
Dominican Republic,Total natural resources rents (% of GDP),2005,0.720719153
Ecuador,Agricultural raw materials imports (% of merchandise imports),2005,1.33302865
Ecuador,Agricultural raw materials exports (% of merchandise exports),2005,4.354585331
Ecuador,Gross savings (% of GDP),2005,22.81042437
Ecuador,Total natural resources rents (% of GDP),2005,17.80036322
"Egypt, Arab Rep.",Agricultural raw materials imports (% of merchandise imports),2005,4.096421889
"Egypt, Arab Rep.",Agricultural raw materials exports (% of merchandise exports),2005,2.330255734
"Egypt, Arab Rep.",Gross savings (% of GDP),2005,21.84229211
"Egypt, Arab Rep.",Total natural resources rents (% of GDP),2005,14.40444807
El Salvador,Agricultural raw materials imports (% of merchandise imports),2005,1.338272641
El Salvador,Agricultural raw materials exports (% of merchandise exports),2005,0.399149532
El Salvador,Gross savings (% of GDP),2005,16.73384134
El Salvador,Total natural resources rents (% of GDP),2005,0.405613689
Equatorial Guinea,Agricultural raw materials imports (% of merchandise imports),2005,0
Equatorial Guinea,Agricultural raw materials exports (% of merchandise exports),2005,0
Equatorial Guinea,Gross savings (% of GDP),2005,0
Equatorial Guinea,Total natural resources rents (% of GDP),2005,0
Eritrea,Agricultural raw materials imports (% of merchandise imports),2005,0
Eritrea,Agricultural raw materials exports (% of merchandise exports),2005,0
Eritrea,Gross savings (% of GDP),2005,0
Eritrea,Total natural resources rents (% of GDP),2005,3.243441433
Estonia,Agricultural raw materials imports (% of merchandise imports),2005,3.177230666
Estonia,Agricultural raw materials exports (% of merchandise exports),2005,6.46107242
Estonia,Gross savings (% of GDP),2005,24.2738199
Estonia,Total natural resources rents (% of GDP),2005,0.787109921
Eswatini,Agricultural raw materials imports (% of merchandise imports),2005,0.943477385
Eswatini,Agricultural raw materials exports (% of merchandise exports),2005,8.868952596
Eswatini,Gross savings (% of GDP),2005,23.02163346
Eswatini,Total natural resources rents (% of GDP),2005,2.047049603
Ethiopia,Agricultural raw materials imports (% of merchandise imports),2005,0.933224171
Ethiopia,Agricultural raw materials exports (% of merchandise exports),2005,12.90165498
Ethiopia,Gross savings (% of GDP),2005,0
Ethiopia,Total natural resources rents (% of GDP),2005,23.27649649
Faroe Islands,Agricultural raw materials imports (% of merchandise imports),2005,2.286571722
Faroe Islands,Agricultural raw materials exports (% of merchandise exports),2005,1.475886728
Faroe Islands,Gross savings (% of GDP),2005,21.17166498
Faroe Islands,Total natural resources rents (% of GDP),2005,0
Fiji,Agricultural raw materials imports (% of merchandise imports),2005,0.377377962
Fiji,Agricultural raw materials exports (% of merchandise exports),2005,6.079162807
Fiji,Gross savings (% of GDP),2005,13.27740321
Fiji,Total natural resources rents (% of GDP),2005,0.938732487
Finland,Agricultural raw materials imports (% of merchandise imports),2005,2.91816244
Finland,Agricultural raw materials exports (% of merchandise exports),2005,5.220098971
Finland,Gross savings (% of GDP),2005,28.60328189
Finland,Total natural resources rents (% of GDP),2005,0.296872583
France,Agricultural raw materials imports (% of merchandise imports),2005,1.467284317
France,Agricultural raw materials exports (% of merchandise exports),2005,0.940078216
France,Gross savings (% of GDP),2005,22.46406939
France,Total natural resources rents (% of GDP),2005,0.041599887
French Polynesia,Agricultural raw materials imports (% of merchandise imports),2005,1.347671081
French Polynesia,Agricultural raw materials exports (% of merchandise exports),2005,2.172418437
French Polynesia,Gross savings (% of GDP),2005,0
French Polynesia,Total natural resources rents (% of GDP),2005,0
Gabon,Agricultural raw materials imports (% of merchandise imports),2005,0.146608462
Gabon,Agricultural raw materials exports (% of merchandise exports),2005,7.532702239
Gabon,Gross savings (% of GDP),2005,44.62805462
Gabon,Total natural resources rents (% of GDP),2005,39.57681845
"Gambia, The",Agricultural raw materials imports (% of merchandise imports),2005,1.437271722
"Gambia, The",Agricultural raw materials exports (% of merchandise exports),2005,1.650890637
"Gambia, The",Gross savings (% of GDP),2005,3.581791113
"Gambia, The",Total natural resources rents (% of GDP),2005,2.613911014
Georgia,Agricultural raw materials imports (% of merchandise imports),2005,0.368074333
Georgia,Agricultural raw materials exports (% of merchandise exports),2005,2.127027059
Georgia,Gross savings (% of GDP),2005,19.05738552
Georgia,Total natural resources rents (% of GDP),2005,0.655462818
Germany,Agricultural raw materials imports (% of merchandise imports),2005,1.503115227
Germany,Agricultural raw materials exports (% of merchandise exports),2005,0.841795912
Germany,Gross savings (% of GDP),2005,24.13096015
Germany,Total natural resources rents (% of GDP),2005,0.143333726
Ghana,Agricultural raw materials imports (% of merchandise imports),2005,1.099588246
Ghana,Agricultural raw materials exports (% of merchandise exports),2005,5.17800288
Ghana,Gross savings (% of GDP),2005,19.20714449
Ghana,Total natural resources rents (% of GDP),2005,11.68351901
Gibraltar,Agricultural raw materials imports (% of merchandise imports),2005,0
Gibraltar,Agricultural raw materials exports (% of merchandise exports),2005,0
Gibraltar,Gross savings (% of GDP),2005,0
Gibraltar,Total natural resources rents (% of GDP),2005,0
Greece,Agricultural raw materials imports (% of merchandise imports),2005,1.243886135
Greece,Agricultural raw materials exports (% of merchandise exports),2005,2.416723329
Greece,Gross savings (% of GDP),2005,0
Greece,Total natural resources rents (% of GDP),2005,0.133229005
Greenland,Agricultural raw materials imports (% of merchandise imports),2005,1.231404572
Greenland,Agricultural raw materials exports (% of merchandise exports),2005,0.037392831
Greenland,Gross savings (% of GDP),2005,0
Greenland,Total natural resources rents (% of GDP),2005,0.335434256
Grenada,Agricultural raw materials imports (% of merchandise imports),2005,6.154601507
Grenada,Agricultural raw materials exports (% of merchandise exports),2005,0.000227497
Grenada,Gross savings (% of GDP),2005,0
Grenada,Total natural resources rents (% of GDP),2005,0
Guam,Agricultural raw materials imports (% of merchandise imports),2005,0
Guam,Agricultural raw materials exports (% of merchandise exports),2005,0
Guam,Gross savings (% of GDP),2005,0
Guam,Total natural resources rents (% of GDP),2005,0
Guatemala,Agricultural raw materials imports (% of merchandise imports),2005,1.20690401
Guatemala,Agricultural raw materials exports (% of merchandise exports),2005,3.282879327
Guatemala,Gross savings (% of GDP),2005,13.8020298
Guatemala,Total natural resources rents (% of GDP),2005,1.505034149
Guinea,Agricultural raw materials imports (% of merchandise imports),2005,0.358021136
Guinea,Agricultural raw materials exports (% of merchandise exports),2005,1.966093617
Guinea,Gross savings (% of GDP),2005,9.362357664
Guinea,Total natural resources rents (% of GDP),2005,20.97428709
Guinea-Bissau,Agricultural raw materials imports (% of merchandise imports),2005,0.605912294
Guinea-Bissau,Agricultural raw materials exports (% of merchandise exports),2005,0.21410742
Guinea-Bissau,Gross savings (% of GDP),2005,2.690953691
Guinea-Bissau,Total natural resources rents (% of GDP),2005,13.27954471
Guyana,Agricultural raw materials imports (% of merchandise imports),2005,0.53479339
Guyana,Agricultural raw materials exports (% of merchandise exports),2005,6.582782695
Guyana,Gross savings (% of GDP),2005,17.47544731
Guyana,Total natural resources rents (% of GDP),2005,20.82610291
Haiti,Agricultural raw materials imports (% of merchandise imports),2005,0
Haiti,Agricultural raw materials exports (% of merchandise exports),2005,0
Haiti,Gross savings (% of GDP),2005,11.8447064
Haiti,Total natural resources rents (% of GDP),2005,0.354486519
Honduras,Agricultural raw materials imports (% of merchandise imports),2005,0.7653412
Honduras,Agricultural raw materials exports (% of merchandise exports),2005,2.98452067
Honduras,Gross savings (% of GDP),2005,24.05527622
Honduras,Total natural resources rents (% of GDP),2005,1.177890848
"Hong Kong SAR, China",Agricultural raw materials imports (% of merchandise imports),2005,0.754449871
"Hong Kong SAR, China",Agricultural raw materials exports (% of merchandise exports),2005,0.566973463
"Hong Kong SAR, China",Gross savings (% of GDP),2005,32.94089354
"Hong Kong SAR, China",Total natural resources rents (% of GDP),2005,0.000588104
Hungary,Agricultural raw materials imports (% of merchandise imports),2005,1.055771306
Hungary,Agricultural raw materials exports (% of merchandise exports),2005,0.614854172
Hungary,Gross savings (% of GDP),2005,16.57010943
Hungary,Total natural resources rents (% of GDP),2005,0.410026216
Iceland,Agricultural raw materials imports (% of merchandise imports),2005,1.338828948
Iceland,Agricultural raw materials exports (% of merchandise exports),2005,0.845105902
Iceland,Gross savings (% of GDP),2005,12.17602556
Iceland,Total natural resources rents (% of GDP),2005,0
India,Agricultural raw materials imports (% of merchandise imports),2005,1.971878817
India,Agricultural raw materials exports (% of merchandise exports),2005,1.267759317
India,Gross savings (% of GDP),2005,34.4180229
India,Total natural resources rents (% of GDP),2005,3.552230389
Indonesia,Agricultural raw materials imports (% of merchandise imports),2005,3.453543994
Indonesia,Agricultural raw materials exports (% of merchandise exports),2005,5.058585569
Indonesia,Gross savings (% of GDP),2005,24.33848664
Indonesia,Total natural resources rents (% of GDP),2005,9.731952449
Iraq,Agricultural raw materials imports (% of merchandise imports),2005,0
Iraq,Agricultural raw materials exports (% of merchandise exports),2005,0.072683058
Iraq,Gross savings (% of GDP),2005,39.9221248
Iraq,Total natural resources rents (% of GDP),2005,66.69001816
Ireland,Agricultural raw materials imports (% of merchandise imports),2005,1.022665143
Ireland,Agricultural raw materials exports (% of merchandise exports),2005,0.447559279
Ireland,Gross savings (% of GDP),2005,27.04717044
Ireland,Total natural resources rents (% of GDP),2005,0.06720519
Isle of Man,Agricultural raw materials imports (% of merchandise imports),2005,0
Isle of Man,Agricultural raw materials exports (% of merchandise exports),2005,0
Isle of Man,Gross savings (% of GDP),2005,0
Isle of Man,Total natural resources rents (% of GDP),2005,0
Israel,Agricultural raw materials imports (% of merchandise imports),2005,1.043620864
Israel,Agricultural raw materials exports (% of merchandise exports),2005,0.726652336
Israel,Gross savings (% of GDP),2005,23.9576879
Israel,Total natural resources rents (% of GDP),2005,0.04861565
Italy,Agricultural raw materials imports (% of merchandise imports),2005,2.639969409
Italy,Agricultural raw materials exports (% of merchandise exports),2005,0.57149091
Italy,Gross savings (% of GDP),2005,20.27948351
Italy,Total natural resources rents (% of GDP),2005,0.105920546
Jamaica,Agricultural raw materials imports (% of merchandise imports),2005,1.413790525
Jamaica,Agricultural raw materials exports (% of merchandise exports),2005,0.125664101
Jamaica,Gross savings (% of GDP),2005,15.02524527
Jamaica,Total natural resources rents (% of GDP),2005,1.984805567
Japan,Agricultural raw materials imports (% of merchandise imports),2005,2.386231688
Japan,Agricultural raw materials exports (% of merchandise exports),2005,0.514020432
Japan,Gross savings (% of GDP),2005,29.51487698
Japan,Total natural resources rents (% of GDP),2005,0.015136785
Jordan,Agricultural raw materials imports (% of merchandise imports),2005,1.183200556
Jordan,Agricultural raw materials exports (% of merchandise exports),2005,1.102683108
Jordan,Gross savings (% of GDP),2005,16.10986116
Jordan,Total natural resources rents (% of GDP),2005,0.100202419
Kazakhstan,Agricultural raw materials imports (% of merchandise imports),2005,0.86651143
Kazakhstan,Agricultural raw materials exports (% of merchandise exports),2005,0.747393873
Kazakhstan,Gross savings (% of GDP),2005,28.454821
Kazakhstan,Total natural resources rents (% of GDP),2005,29.79711952
Kenya,Agricultural raw materials imports (% of merchandise imports),2005,1.748279023
Kenya,Agricultural raw materials exports (% of merchandise exports),2005,9.992266667
Kenya,Gross savings (% of GDP),2005,13.87269549
Kenya,Total natural resources rents (% of GDP),2005,4.0380771
Kiribati,Agricultural raw materials imports (% of merchandise imports),2005,1.038851918
Kiribati,Agricultural raw materials exports (% of merchandise exports),2005,1.561848472
Kiribati,Gross savings (% of GDP),2005,0
Kiribati,Total natural resources rents (% of GDP),2005,0.02648817
"Korea, Dem. People's Rep.",Agricultural raw materials imports (% of merchandise imports),2005,0
"Korea, Dem. People's Rep.",Agricultural raw materials exports (% of merchandise exports),2005,0
"Korea, Dem. People's Rep.",Gross savings (% of GDP),2005,0
"Korea, Dem. People's Rep.",Total natural resources rents (% of GDP),2005,0
"Korea, Rep.",Agricultural raw materials imports (% of merchandise imports),2005,1.976404601
"Korea, Rep.",Agricultural raw materials exports (% of merchandise exports),2005,0.800249396
"Korea, Rep.",Gross savings (% of GDP),2005,33.76562363
"Korea, Rep.",Total natural resources rents (% of GDP),2005,0.019406629
Kosovo,Agricultural raw materials imports (% of merchandise imports),2005,0
Kosovo,Agricultural raw materials exports (% of merchandise exports),2005,0
Kosovo,Gross savings (% of GDP),2005,0
Kosovo,Total natural resources rents (% of GDP),2005,0.781045356
Kuwait,Agricultural raw materials imports (% of merchandise imports),2005,0
Kuwait,Agricultural raw materials exports (% of merchandise exports),2005,0
Kuwait,Gross savings (% of GDP),2005,58.86399471
Kuwait,Total natural resources rents (% of GDP),2005,56.00767093
Kyrgyz Republic,Agricultural raw materials imports (% of merchandise imports),2005,1.745868338
Kyrgyz Republic,Agricultural raw materials exports (% of merchandise exports),2005,8.520774995
Kyrgyz Republic,Gross savings (% of GDP),2005,14.69998704
Kyrgyz Republic,Total natural resources rents (% of GDP),2005,3.078245913
Lao PDR,Agricultural raw materials imports (% of merchandise imports),2005,0
Lao PDR,Agricultural raw materials exports (% of merchandise exports),2005,0
Lao PDR,Gross savings (% of GDP),2005,20.24489327
Lao PDR,Total natural resources rents (% of GDP),2005,6.463243042
Latvia,Agricultural raw materials imports (% of merchandise imports),2005,2.676259389
Latvia,Agricultural raw materials exports (% of merchandise exports),2005,17.13331436
Latvia,Gross savings (% of GDP),2005,23.39610326
Latvia,Total natural resources rents (% of GDP),2005,1.301685545
Lebanon,Agricultural raw materials imports (% of merchandise imports),2005,1.25723331
Lebanon,Agricultural raw materials exports (% of merchandise exports),2005,1.419149309
Lebanon,Gross savings (% of GDP),2005,7.472650568
Lebanon,Total natural resources rents (% of GDP),2005,0.001356432
Lesotho,Agricultural raw materials imports (% of merchandise imports),2005,0
Lesotho,Agricultural raw materials exports (% of merchandise exports),2005,0
Lesotho,Gross savings (% of GDP),2005,0
Lesotho,Total natural resources rents (% of GDP),2005,3.430746507
Liberia,Agricultural raw materials imports (% of merchandise imports),2005,0
Liberia,Agricultural raw materials exports (% of merchandise exports),2005,0
Liberia,Gross savings (% of GDP),2005,0
Liberia,Total natural resources rents (% of GDP),2005,19.88023089
Libya,Agricultural raw materials imports (% of merchandise imports),2005,0
Libya,Agricultural raw materials exports (% of merchandise exports),2005,0
Libya,Gross savings (% of GDP),2005,62.28486017
Libya,Total natural resources rents (% of GDP),2005,62.70009574
Liechtenstein,Agricultural raw materials imports (% of merchandise imports),2005,0
Liechtenstein,Agricultural raw materials exports (% of merchandise exports),2005,0
Liechtenstein,Gross savings (% of GDP),2005,0
Liechtenstein,Total natural resources rents (% of GDP),2005,0.006601475
Lithuania,Agricultural raw materials imports (% of merchandise imports),2005,2.279939569
Lithuania,Agricultural raw materials exports (% of merchandise exports),2005,3.262188873
Lithuania,Gross savings (% of GDP),2005,16.86827379
Lithuania,Total natural resources rents (% of GDP),2005,0.567339244
Luxembourg,Agricultural raw materials imports (% of merchandise imports),2005,1.061469133
Luxembourg,Agricultural raw materials exports (% of merchandise exports),2005,0.744560265
Luxembourg,Gross savings (% of GDP),2005,36.08228264
Luxembourg,Total natural resources rents (% of GDP),2005,0.009925611
"Macao SAR, China",Agricultural raw materials imports (% of merchandise imports),2005,0.385656942
"Macao SAR, China",Agricultural raw materials exports (% of merchandise exports),2005,0.014831274
"Macao SAR, China",Gross savings (% of GDP),2005,49.19178007
"Macao SAR, China",Total natural resources rents (% of GDP),2005,0.000775383
Madagascar,Agricultural raw materials imports (% of merchandise imports),2005,0.364406362
Madagascar,Agricultural raw materials exports (% of merchandise exports),2005,6.878569149
Madagascar,Gross savings (% of GDP),2005,10.39492709
Madagascar,Total natural resources rents (% of GDP),2005,5.411862588
Malawi,Agricultural raw materials imports (% of merchandise imports),2005,1.021607269
Malawi,Agricultural raw materials exports (% of merchandise exports),2005,3.794399993
Malawi,Gross savings (% of GDP),2005,0
Malawi,Total natural resources rents (% of GDP),2005,6.716334036
Malaysia,Agricultural raw materials imports (% of merchandise imports),2005,1.196942263
Malaysia,Agricultural raw materials exports (% of merchandise exports),2005,2.479114091
Malaysia,Gross savings (% of GDP),2005,36.81574836
Malaysia,Total natural resources rents (% of GDP),2005,12.84549103
Maldives,Agricultural raw materials imports (% of merchandise imports),2005,3.551370745
Maldives,Agricultural raw materials exports (% of merchandise exports),2005,0.00725173
Maldives,Gross savings (% of GDP),2005,0
Maldives,Total natural resources rents (% of GDP),2005,0.004815316
Mali,Agricultural raw materials imports (% of merchandise imports),2005,0.500011292
Mali,Agricultural raw materials exports (% of merchandise exports),2005,24.47218629
Mali,Gross savings (% of GDP),2005,13.0691742
Mali,Total natural resources rents (% of GDP),2005,2.768608458
Malta,Agricultural raw materials imports (% of merchandise imports),2005,0.776442225
Malta,Agricultural raw materials exports (% of merchandise exports),2005,0.075158532
Malta,Gross savings (% of GDP),2005,14.87201334
Malta,Total natural resources rents (% of GDP),2005,0
Marshall Islands,Agricultural raw materials imports (% of merchandise imports),2005,0
Marshall Islands,Agricultural raw materials exports (% of merchandise exports),2005,0
Marshall Islands,Gross savings (% of GDP),2005,30.78553556
Marshall Islands,Total natural resources rents (% of GDP),2005,0
Mauritania,Agricultural raw materials imports (% of merchandise imports),2005,0.241103061
Mauritania,Agricultural raw materials exports (% of merchandise exports),2005,0.003448255
Mauritania,Gross savings (% of GDP),2005,0
Mauritania,Total natural resources rents (% of GDP),2005,15.28165019
Mauritius,Agricultural raw materials imports (% of merchandise imports),2005,1.907031702
Mauritius,Agricultural raw materials exports (% of merchandise exports),2005,0.170052302
Mauritius,Gross savings (% of GDP),2005,18.28589016
Mauritius,Total natural resources rents (% of GDP),2005,0.006554149
Mexico,Agricultural raw materials imports (% of merchandise imports),2005,1.411290062
Mexico,Agricultural raw materials exports (% of merchandise exports),2005,0.501794733
Mexico,Gross savings (% of GDP),2005,21.28543009
Mexico,Total natural resources rents (% of GDP),2005,5.73153927
"Micronesia, Fed. Sts.",Agricultural raw materials imports (% of merchandise imports),2005,1.295122735
"Micronesia, Fed. Sts.",Agricultural raw materials exports (% of merchandise exports),2005,0.050522029
