,Country Name,Country Code,year,agriculturalLand,agriculturalGDP
4960,Georgia,GEO,2000,43.17167938,20.6020089
4961,Ghana,GHA,2000,61.11184847,35.27152196
4962,Guinea,GIN,2000,54.89581638,20.98183124
4963,"Gambia, The",GMB,2000,54.54545455,24.53228447
4964,Guinea-Bissau,GNB,2000,23.58179232,41.72867143
4965,Greece,GRC,2000,66.16757176,5.435248181
4966,Grenada,GRD,2000,35.29411765,5.164160494
4967,Guatemala,GTM,2000,41.66666667,22.82114793
4968,Guyana,GUY,2000,5.693573787,29.9832313
4969,High income,HIC,2000,38.51310505,1.631775094
4970,"Hong Kong SAR, China",HKG,2000,6.666666667,0.087327038
4971,Honduras,HND,2000,26.23111985,14.37252354
4972,Heavily indebted poor countries (HIPC),HPC,2000,35.44349145,25.91128944
4973,Croatia,HRV,2000,20.90860311,4.961600952
4974,Haiti,HTI,2000,61.32075472,17.18551672
4975,Hungary,HUN,2000,65.32024102,4.934459878
4976,IBRD only,IBD,2000,36.52856927,9.68795677
4977,IDA & IBRD total,IBT,2000,36.78778821,10.96928546
4978,IDA total,IDA,2000,37.60961057,24.92256266
4979,IDA blend,IDB,2000,44.29383641,23.40566867
4980,Indonesia,IDN,2000,26.04205192,15.67870444
4981,IDA only,IDX,2000,35.98681879,25.90612612
4982,India,IND,2000,60.86896566,21.60895747
4983,Ireland,IRL,2000,64.04412832,2.504929039
4984,"Iran, Islamic Rep.",IRN,2000,38.608512,9.068419327
4985,Iraq,IRQ,2000,18.97706747,4.634745507
4986,Iceland,ISL,2000,18.84289277,7.003858574
4987,Israel,ISR,2000,26.15526802,1.330471508
4988,Italy,ITA,2000,53.16718235,2.56361412
4989,Jamaica,JAM,2000,44.22899354,6.231900157
4990,Jordan,JOR,2000,12.11468722,2.015423708
4991,Japan,JPN,2000,14.42524005,1.517880339
4992,Kazakhstan,KAZ,2000,79.7841612,8.110783885
4993,Kenya,KEN,2000,46.86193204,28.72178064
4994,Kyrgyz Republic,KGZ,2000,55.86027112,34.18770856
4995,Cambodia,KHM,2000,27.02243372,35.91870323
4996,Kiribati,KIR,2000,41.97530864,19.95974138
4997,St. Kitts and Nevis,KNA,2000,36.53846154,1.54557603
4998,"Korea, Rep.",KOR,2000,20.45407423,3.857792038
4999,Kuwait,KWT,2000,8.305274972,0.35521983
5000,Latin America & Caribbean (excluding high income),LAC,2000,34.24466911,5.086751184
5001,Lao PDR,LAO,2000,7.824956672,33.63025103
5002,Lebanon,LBN,2000,58.16226784,6.237509608
5003,Liberia,LBR,2000,14.6320598,76.07454233
5004,Latin America & Caribbean,LCN,2000,33.72079639,4.870802716
5005,Least developed countries: UN classification,LDC,2000,35.07897924,26.88145579
5006,Low income,LIC,2000,36.13377096,27.39727744
5007,Sri Lanka,LKA,2000,37.47408707,19.92731504
5008,Lower middle income,LMC,2000,41.22831654,18.40134187
5009,Low & middle income,LMY,2000,36.88966816,11.44739559
5010,Lesotho,LSO,2000,76.87747036,7.827134815
5011,Late-demographic dividend,LTE,2000,34.80219195,8.926269615
5012,Lithuania,LTU,2000,54.53095086,5.586050778
5013,Luxembourg,LUX,2000,52.67489712,0.596866957
5014,Latvia,LVA,2000,25.53218857,4.46531916
5015,Morocco,MAR,2000,68.68025991,11.87727963
5016,Moldova,MDA,2000,77.37226277,25.40932153
5017,Madagascar,MDG,2000,69.6426729,30.87871729
5018,Middle East & North Africa,MEA,2000,34.51457076,7.301524027
5019,Mexico,MEX,2000,54.6979089,3.323086312
5020,Marshall Islands,MHL,2000,66.66666667,8.014391296
5021,Middle income,MIC,2000,37.00776368,10.93459369
5022,North Macedonia,MKD,2000,48.56468738,10.09628146
5023,Mali,MLI,2000,31.63441759,32.90186772
5024,Malta,MLT,2000,28.125,1.872048947
5025,Middle East & North Africa (excluding high income),MNA,2000,24.42936901,11.70217847
5026,Mongolia,MNG,2000,83.98130745,27.42253062
5027,Mozambique,MOZ,2000,47.62328645,19.09520491
5028,Mauritania,MRT,2000,38.56602309,24.8287453
5029,Mauritius,MUS,2000,49.75369458,5.705010141
5030,Malawi,MWI,2000,50.16970725,35.66084815
5031,Malaysia,MYS,2000,21.11915995,8.599021888
5032,North America,NAC,2000,26.24105478,1.213876489
5033,Namibia,NAM,2000,47.15227927,10.73102477
5034,New Caledonia,NCL,2000,13.40262582,2.189573978
5035,Niger,NER,2000,29.20975764,36.57556007
5036,Nigeria,NGA,2000,72.66813795,21.3572413
5037,Nicaragua,NIC,2000,42.7206249,17.76550514
5038,Netherlands,NLD,2000,57.93838863,2.298636968
5039,Norway,NOR,2000,2.852887385,1.82301532
5040,Nepal,NPL,2000,29.64143704,38.24389704
5041,New Zealand,NZL,2000,58.53556644,7.75290181
5042,OECD members,OED,2000,37.88745863,1.769968535
5043,Oman,OMN,2000,3.789983845,2.242058668
5044,Other small states,OSS,2000,38.58118433,4.287757732
5045,Pakistan,PAK,2000,47.60533416,25.61725958
5046,Panama,PAN,2000,29.99730966,6.293273429
5047,Peru,PER,2000,18.065625,8.069374917
5048,Philippines,PHL,2000,37.67649328,13.94109439
5049,Palau,PLW,2000,9.347826087,3.924332268
5050,Papua New Guinea,PNG,2000,2.219228901,33.96639208
5051,Poland,POL,2000,60.11622972,3.126724321
5052,Pre-demographic dividend,PRE,2000,37.68078281,20.27221748
5053,Puerto Rico,PRI,2000,27.8692221,0.660110402
5054,Portugal,PRT,2000,43.23912568,3.109748284
5055,Paraguay,PRY,2000,42.13025422,12.85665776
5056,West Bank and Gaza,PSE,2000,61.79401993,9.681008902
5057,Post-demographic dividend,PST,2000,37.40050416,1.607202165
5058,French Polynesia,PYF,2000,11.74863388,4.705882323
5059,Qatar,QAT,2000,5.684754522,0.372799554
5060,Romania,ROU,2000,64.67720169,10.85391805
5061,Russian Federation,RUS,2000,13.25666887,5.751715628
5062,Rwanda,RWA,2000,67.69355493,31.20472926
5063,South Asia,SAS,2000,56.97659461,22.44211986
5064,Saudi Arabia,SAU,2000,80.84188883,4.921114187
5065,Senegal,SEN,2000,46.88619955,16.4392452
5066,Singapore,SGP,2000,1.791044776,0.092131733
5067,Solomon Islands,SLB,2000,2.715255448,34.39868975
5068,Sierra Leone,SLE,2000,38.93045165,55.01416209
5069,El Salvador,SLV,2000,67.47683398,7.172784777
5070,Sub-Saharan Africa (excluding high income),SSA,2000,40.20775831,15.49454407
5071,Sub-Saharan Africa,SSF,2000,40.20707589,15.47600884
5072,Small states,SST,2000,32.44885007,4.690905582
5073,Suriname,SUR,2000,0.564102564,9.539245695
5074,Slovak Republic,SVK,2000,50.72765073,1.710305594
5075,Slovenia,SVN,2000,25.71996028,3.085563229
5076,Sweden,SWE,2000,7.683871911,1.942859895
5077,Eswatini,SWZ,2000,71.10465116,12.31597575
5078,Seychelles,SYC,2000,8.695652174,2.829248854
5079,Syrian Arab Republic,SYR,2000,74.60550658,24.73394994
5080,Turks and Caicos Islands,TCA,2000,1.052631579,1.446173496
5081,Chad,TCD,2000,38.61975858,40.70509403
5082,East Asia & Pacific (IDA & IBRD countries),TEA,2000,48.49427305,14.39762849
5083,Europe & Central Asia (IDA & IBRD countries),TEC,2000,28.75636829,8.172472226
5084,Togo,TGO,2000,66.7402096,30.56164478
5085,Thailand,THA,2000,38.8224471,8.499848121
5086,Tajikistan,TJK,2000,32.67362103,25.12453126
5087,Turkmenistan,TKM,2000,75.543166,22.53877082
5088,Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,33.59444676,5.007353061
5089,Timor-Leste,TLS,2000,22.66308003,28.42052271
5090,Middle East & North Africa (IDA & IBRD countries),TMN,2000,24.40332858,11.718376
5091,Tonga,TON,2000,41.66666667,19.636923
5092,South Asia (IDA & IBRD),TSA,2000,56.97659461,22.44211986
5093,Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,40.20707589,15.47600884
5094,Trinidad and Tobago,TTO,2000,13.06042885,1.357193887
5095,Tunisia,TUN,2000,61.47657055,10.00631935
5096,Turkey,TUR,2000,52.59540299,10.03285265
5097,Tuvalu,TUV,2000,66.66666667,17.92231134
5098,Tanzania,TZA,2000,38.38338225,26.20825887
5099,Uganda,UGA,2000,62.61948851,27.50910688
5100,Ukraine,UKR,2000,71.46975058,13.95178507
5101,Upper middle income,UMC,2000,34.99371729,8.322946699
5102,Uruguay,URY,2000,85.46451834,5.9941938
5103,United States,USA,2000,45.23058486,1.150456365
5104,Uzbekistan,UZB,2000,64.24071462,30.05590367
5105,St. Vincent and the Grenadines,VCT,2000,17.94871795,7.429596882
5106,"Venezuela, RB",VEN,2000,24.52808798,3.932985731
5107,Vietnam,VNM,2000,28.22606571,24.534582
5108,Vanuatu,VUT,2000,14.35602953,22.96413023
5109,World,WLD,2000,37.25006176,3.383179361
5110,Samoa,WSM,2000,16.96113074,16.16182506
5111,"Yemen, Rep.",YEM,2000,44.83019869,13.74489147
5112,South Africa,ZAF,2000,80.88847489,2.614747993
5113,Zambia,ZMB,2000,30.26406059,16.14977346
5114,Zimbabwe,ZWE,2000,38.92981776,15.66706342
5115,Aruba,ABW,2001,11.11111111,0.40514984
5116,Africa Eastern and Southern,AFE,2001,42.64234379,12.5381709
5117,Africa Western and Central,AFW,2001,37.42009954,23.28009752
5118,Angola,AGO,2001,38.11378118,8.156377022
5119,Albania,ALB,2001,41.56934307,22.7161642
5120,Arab World,ARB,2001,36.30613725,9.299826734
5121,United Arab Emirates,ARE,2001,7.913263869,2.238200162
5122,Argentina,ARG,2001,46.99326559,4.568589609
5123,Antigua and Barbuda,ATG,2001,20.45454545,1.613380836
5124,Australia,AUS,2001,59.31817294,3.50219781
5125,Austria,AUT,2001,35.31242432,1.670703396
5126,Azerbaijan,AZE,2001,57.45000242,14.83745955
5127,Burundi,BDI,2001,72.07943925,43.84314206
5128,Belgium,BEL,2001,45.7992074,1.109350298
5129,Benin,BEN,2001,28.9553033,25.04816274
5130,Burkina Faso,BFA,2001,38.63304094,26.92043043
5131,Bangladesh,BGD,2001,72.23630637,21.84834058
5132,Bulgaria,BGR,2001,49.69718883,10.60325324
5133,"Bahamas, The",BHS,2001,1.298701299,1.198629931
5134,Bosnia and Herzegovina,BIH,2001,41.5234375,9.120577322
5135,Belarus,BLR,2001,45.000986,10.35042974
5136,Belize,BLZ,2001,6.532222709,13.1563769
5137,Bermuda,BMU,2001,7.407407407,0.69232761
5138,Bolivia,BOL,2001,34.2989015,13.25565282
5139,Brazil,BRA,2001,27.32990833,4.801043019
5140,Barbados,BRB,2001,41.86046512,2.118186283
5141,Brunei Darussalam,BRN,2001,2.087286528,1.134567236
5142,Bhutan,BTN,2001,13.44221106,23.16665735
5143,Botswana,BWA,2001,45.52608826,2.59029062
5144,Canada,CAN,2001,6.838162441,2.117890672
5145,Central Europe and the Baltics,CEB,2001,52.07269923,4.567505656
5146,Switzerland,CHE,2001,39.53647243,0.918859732
5147,Chile,CHL,2001,20.37572021,4.408927792
5148,China,CHN,2001,55.63284065,13.98346135
5149,Cote d'Ivoire,CIV,2001,61.63522013,17.27709755
5150,Cameroon,CMR,2001,19.37763111,18.62095827
5151,"Congo, Dem. Rep.",COD,2001,11.27015284,32.87090402
5152,"Congo, Rep.",COG,2001,30.86383602,5.799931651
5153,Colombia,COL,2001,37.62505633,8.320972677
5154,Comoros,COM,2001,72.54164428,29.37628658
5155,Cabo Verde,CPV,2001,18.11414392,11.41576602
5156,Costa Rica,CRI,2001,35.89894242,8.379536271
5157,Caribbean small states,CSS,2001,4.951021366,3.817301305
5158,Cuba,CUB,2001,61.97392924,6.379567205
5159,Cyprus,CYP,2001,15.15151515,3.860797129
5160,Czech Republic,CZE,2001,55.36430698,3.203527086
5161,Germany,DEU,2001,48.82201204,1.083432296
5162,Dominica,DMA,2001,29.33333333,11.29497578
5163,Denmark,DNK,2001,63.06858355,2.339509415
5164,Dominican Republic,DOM,2001,52.05961499,6.997518613
5165,Algeria,DZA,2001,16.84020926,9.749419994
5166,East Asia & Pacific (excluding high income),EAP,2001,48.39817288,13.91671206
5167,Early-demographic dividend,EAR,2001,40.71168886,10.24911811
5168,East Asia & Pacific,EAS,2001,51.22247738,4.628355293
5169,Europe & Central Asia (excluding high income),ECA,2001,28.30856908,9.016023124
5170,Europe & Central Asia,ECS,2001,29.97771526,2.366788907
5171,Ecuador,ECU,2001,31.34562732,12.65726659
5172,"Egypt, Arab Rep.",EGY,2001,3.353257321,15.35126847
5173,Euro area,EMU,2001,46.81832869,2.081276672
5174,Eritrea,ERI,2001,74.57425743,15.1638444
5175,Spain,ESP,2001,59.21527722,3.677640148
5176,Estonia,EST,2001,20.99551781,3.493968644
5177,Ethiopia,ETH,2001,30.6054,42.34057112
5178,European Union,EUU,2001,45.15098544,2.229595231
5179,Fragile and conflict affected situations,FCS,2001,30.74242524,16.31837927
5180,Finland,FIN,2001,7.295052365,2.764333324
5181,Fiji,FJI,2001,23.42638205,13.01281233
5182,France,FRA,2001,54.26422703,2.107008191
5183,Faroe Islands,FRO,2001,2.148997135,18.13813248
5184,"Micronesia, Fed. Sts.",FSM,2001,32.14285714,23.04577026
5185,Gabon,GAB,2001,8.041522102,6.143932582
5186,United Kingdom,GBR,2001,70.07398834,0.78212085
5187,Georgia,GEO,2001,43.21485106,20.96194186
5188,Ghana,GHA,2001,61.50987958,35.24180012
5189,Guinea,GIN,2001,55.10336969,21.74068348
5190,"Gambia, The",GMB,2001,53.35968379,25.42563238
5191,Guinea-Bissau,GNB,2001,23.88211238,37.507955
5192,Greece,GRC,2001,65.46159814,5.202702096
5193,Grenada,GRD,2001,38.23529412,5.365900766
5194,Guatemala,GTM,2001,41.94662187,14.17214684
5195,Guyana,GUY,2001,5.716134112,29.73738379
5196,High income,HIC,2001,38.46181426,1.587581147
5197,"Hong Kong SAR, China",HKG,2001,6.666666667,0.089468051
5198,Honduras,HND,2001,26.2400572,13.16599066
5199,Heavily indebted poor countries (HIPC),HPC,2001,35.65687954,25.45158794
5200,Croatia,HRV,2001,21.0695761,4.96072548
5201,Haiti,HTI,2001,60.59506531,16.45057861
5202,Hungary,HUN,2001,65.44298148,4.914388877
5203,IBRD only,IBD,2001,36.50010523,9.641801144
5204,IDA & IBRD total,IBT,2001,36.81862842,10.91554223
5205,IDA total,IDA,2001,37.82845531,24.87313229
5206,IDA blend,IDB,2001,44.4805924,23.78243161
5207,Indonesia,IDN,2001,26.33075178,15.99491776
5208,IDA only,IDX,2001,36.21345401,25.5635779
5209,India,IND,2001,60.70483218,21.62050461
5210,Ireland,IRL,2001,64.01509653,1.993859832
5211,"Iran, Islamic Rep.",IRN,2001,39.18502419,8.310842002
5212,Iraq,IRQ,2001,19.41148227,6.930957055
5213,Iceland,ISL,2001,18.84289277,7.484867165
5214,Israel,ISR,2001,25.92421442,1.537442135
5215,Italy,ITA,2001,52.70817041,2.489631456
5216,Jamaica,JAM,2001,44.22899354,6.120735926
5217,Jordan,JOR,2001,11.58204896,1.953309363
5218,Japan,JPN,2001,13.14951989,1.367506192
5219,Kazakhstan,KAZ,2001,79.44793866,8.724831864
5220,Kenya,KEN,2001,47.15711424,27.84926011
5221,Kyrgyz Republic,KGZ,2001,56.1835245,34.54100036
5222,Cambodia,KHM,2001,27.70224337,34.32030026
5223,Kiribati,KIR,2001,41.97530864,20.39860656
5224,St. Kitts and Nevis,KNA,2001,35.76923077,1.73631881
5225,"Korea, Rep.",KOR,2001,20.10543725,3.565819021
5226,Kuwait,KWT,2001,8.47362514,0.446728972
5227,Latin America & Caribbean (excluding high income),LAC,2001,34.10861809,4.972241602
5228,Lao PDR,LAO,2001,7.97660312,32.68319294
5229,Lebanon,LBN,2001,58.45552297,5.863118728
5230,Liberia,LBR,2001,14.94622093,76.5335872
5231,Latin America & Caribbean,LCN,2001,33.59851373,4.726115064
5232,Least developed countries: UN classification,LDC,2001,35.32970426,26.24577317
5233,Low income,LIC,2001,36.42206519,27.2110358
5234,Sri Lanka,LKA,2001,37.49003349,20.0666052
5235,Lower middle income,LMC,2001,41.34456099,18.35119381
5236,Low & middle income,LMY,2001,36.92855164,11.41115032
5237,Lesotho,LSO,2001,76.87747036,8.298870587
5238,Late-demographic dividend,LTE,2001,34.7027766,8.904010371
5239,Lithuania,LTU,2001,46.20293555,4.874298636
5240,Luxembourg,LUX,2001,52.67489712,0.560287361
5241,Latvia,LVA,2001,25.41964113,4.413458124
5242,Morocco,MAR,2001,68.04839794,13.19196193
5243,Moldova,MDA,2001,77.22019465,22.42004068
5244,Madagascar,MDG,2001,70.23248616,29.85131341
5245,Middle East & North Africa,MEA,2001,34.59669079,7.711976719
5246,Mexico,MEX,2001,54.81108053,3.403265348
5247,Marshall Islands,MHL,2001,66.66666667,7.389760959
5248,Middle income,MIC,2001,37.00768203,10.90826285
5249,North Macedonia,MKD,2001,48.83995281,9.745119714
5250,Mali,MLI,2001,32.18679058,32.81360596
5251,Malta,MLT,2001,31.25,2.196651333
5252,Myanmar,MMR,2001,16.73807265,57.14009071
5253,Middle East & North Africa (excluding high income),MNA,2001,24.53360389,12.21282177
5254,Mongolia,MNG,2001,83.76213342,22.96888751
5255,Mozambique,MOZ,2001,47.90506625,18.24848986
5256,Mauritania,MRT,2001,38.52915494,24.86895971
5257,Mauritius,MUS,2001,50.24630542,6.147999078
5258,Malawi,MWI,2001,51.2303776,35.28267377
5259,Malaysia,MYS,2001,21.14442246,8.010970591
5260,North America,NAC,2001,26.27228682,1.193545661
5261,Namibia,NAM,2001,47.15227927,9.67546592
5262,New Caledonia,NCL,2001,13.56673961,2.360202945
5263,Niger,NER,2001,29.99921055,40.18192773
5264,Nigeria,NGA,2001,72.84744337,24.47535466
5265,Nicaragua,NIC,2001,43.00315772,16.81332947
5266,Netherlands,NLD,2001,57.1978673,2.224615621
5267,Norway,NOR,2001,2.866576864,1.588691727
5268,Nepal,NPL,2001,29.71049878,35.24767001
5269,New Zealand,NZL,2001,58.55455547,7.981384797
5270,OECD members,OED,2001,37.76851181,1.700998365
5271,Oman,OMN,2001,3.791922456,2.334386044
5272,Other small states,OSS,2001,38.51941942,4.211665297
5273,Pakistan,PAK,2001,47.9607721,24.19827461
5274,Panama,PAN,2001,30.13720743,6.732166037
5275,Peru,PER,2001,18.05234375,7.893626696
5276,Philippines,PHL,2001,37.5088037,13.3028093
5277,Palau,PLW,2001,9.347826087,3.717531112
5278,Papua New Guinea,PNG,2001,2.230269841,34.41128094
5279,Poland,POL,2001,58.07567991,3.253415017
5280,Pre-demographic dividend,PRE,2001,37.94282643,22.00686822
5281,Puerto Rico,PRI,2001,26.45997745,0.587789921
5282,Portugal,PRT,2001,42.11825137,2.960749574
5283,Paraguay,PRY,2001,42.99142713,11.37331719
5284,West Bank and Gaza,PSE,2001,61.29568106,8.472163249
5285,Post-demographic dividend,PST,2001,37.36690992,1.566592514
5286,Qatar,QAT,2001,5.710594315,0.37593985
5287,Romania,ROU,2001,64.4203561,13.1496004
5288,Russian Federation,RUS,2001,13.23902166,5.875721568
5289,Rwanda,RWA,2001,70.89582489,31.81275239
5290,South Asia,SAS,2001,56.93593058,22.15008042
5291,Saudi Arabia,SAU,2001,80.84467993,5.171189279
5292,Senegal,SEN,2001,45.70196852,16.25243231
5293,Singapore,SGP,2001,1.791044776,0.082356656
5294,Solomon Islands,SLB,2001,2.750982494,23.90539102
5295,Sierra Leone,SLE,2001,41.58381823,45.13635404
5296,El Salvador,SLV,2001,67.69401544,6.686492598
5297,Sub-Saharan Africa (excluding high income),SSA,2001,40.41910522,16.49937914
5298,Sub-Saharan Africa,SSF,2001,40.41841822,16.47826509
5299,Small states,SST,2001,32.39858541,4.502152872
5300,Sao Tome and Principe,STP,2001,53.125,10.1341755
5301,Suriname,SUR,2001,0.551282051,9.0948679
5302,Slovak Republic,SVK,2001,46.88149688,2.120217679
5303,Slovenia,SVN,2001,25.32274081,2.788071252
5304,Sweden,SWE,2001,7.686308915,1.944937375
5305,Eswatini,SWZ,2001,71.1627907,12.09922052
5306,Seychelles,SYC,2001,8.695652174,2.825866279
5307,Syrian Arab Republic,SYR,2001,74.67080205,25.29794416
5308,Turks and Caicos Islands,TCA,2001,1.052631579,1.339810361
5309,Chad,TCD,2001,38.85800508,40.2954383
5310,East Asia & Pacific (IDA & IBRD countries),TEA,2001,48.60436367,13.89388744
5311,Europe & Central Asia (IDA & IBRD countries),TEC,2001,28.6893817,7.70477416
5312,Togo,TGO,2001,63.9823497,33.92963181
5313,Thailand,THA,2001,38.81070289,8.57928745
5314,Tajikistan,TJK,2001,32.67362103,23.80840939
5315,Turkmenistan,TKM,2001,75.543166,23.09804465
5316,Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,33.46688013,4.878109054
5317,Timor-Leste,TLS,2001,24.34431742,21.55371264
5318,Middle East & North Africa (IDA & IBRD countries),TMN,2001,24.5079834,12.24061684
5319,Tonga,TON,2001,41.66666667,18.28743962
5320,South Asia (IDA & IBRD),TSA,2001,56.93593058,22.15008042
5321,Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,40.41841822,16.47826509
5322,Trinidad and Tobago,TTO,2001,11.69590643,1.286377056
5323,Tunisia,TUN,2001,61.14186406,9.421855706
5324,Turkey,TUR,2001,53.23077323,8.788037969
5325,Tuvalu,TUV,2001,56.66666667,18.3133314
5326,Tanzania,TZA,2001,38.49627455,25.80028911
5327,Uganda,UGA,2001,63.11996397,27.85024148
5328,Ukraine,UKR,2001,71.43350306,13.97608618
5329,Upper middle income,UMC,2001,34.93808757,8.26259098
5330,Uruguay,URY,2001,85.48737287,5.586703233
5331,United States,USA,2001,45.2900702,1.129325505
5332,Uzbekistan,UZB,2001,64.23366244,29.9738087
5333,St. Vincent and the Grenadines,VCT,2001,17.94871795,6.281058642
5334,"Venezuela, RB",VEN,2001,24.53148914,4.231512485
5335,Vietnam,VNM,2001,30.48313993,23.24104759
5336,Vanuatu,VUT,2001,14.52009844,23.5298826
5337,World,WLD,2001,37.26391853,3.369948516
5338,Samoa,WSM,2001,16.96113074,14.2879307
5339,"Yemen, Rep.",YEM,2001,44.69003921,14.10468699
5340,South Africa,ZAF,2001,80.79614868,2.812451695
5341,Zambia,ZMB,2001,30.34073636,15.52748224
5342,Zimbabwe,ZWE,2001,39.39511439,15.62707072
5343,Aruba,ABW,2002,11.11111111,0.402215827
5344,Africa Eastern and Southern,AFE,2002,42.76429315,12.76570176
5345,Afghanistan,AFG,2002,57.82709922,38.62789186
5346,Africa Western and Central,AFW,2002,37.54504156,30.22493237
5347,Angola,AGO,2002,38.55900537,5.839549975
5348,Albania,ALB,2002,41.60583942,22.02511409
5349,Arab World,ARB,2002,36.36906319,9.362564381
5350,United Arab Emirates,ARE,2002,7.969586032,2.203322589
5351,Argentina,ARG,2002,47.0312677,10.20664671
5352,Antigua and Barbuda,ATG,2002,20.45454545,1.730920535
5353,Australia,AUS,2002,58.1856996,3.949156872
5354,Austria,AUT,2002,35.14410269,1.562774411
5355,Azerbaijan,AZE,2002,57.43179452,13.95463918
5356,Burundi,BDI,2002,71.41744548,43.33361124
5357,Belgium,BEL,2002,45.87516513,1.033134143
5358,Benin,BEN,2002,29.8421426,25.38272928
5359,Burkina Faso,BFA,2002,39.36403509,26.37244848
5360,Bangladesh,BGD,2002,71.85219329,20.58413442
5361,Bulgaria,BGR,2002,48.94301471,9.710569628
5362,"Bahamas, The",BHS,2002,1.298701299,1.513315828
5363,Bosnia and Herzegovina,BIH,2002,41.46484375,8.873503837
5364,Belarus,BLR,2002,44.49539023,10.12843222
5365,Belize,BLZ,2002,6.663743972,12.79468896
5366,Bermuda,BMU,2002,7.407407407,0.795458124
5367,Bolivia,BOL,2002,34.44198283,12.95511869
5368,Brazil,BRA,2002,27.3423154,5.475274895
5369,Barbados,BRB,2002,39.53488372,1.889586351
5370,Brunei Darussalam,BRN,2002,2.087286528,1.093569608
5371,Bhutan,BTN,2002,13.44221106,23.20139292
5372,Botswana,BWA,2002,45.60549115,2.425615993
5373,Canada,CAN,2002,6.925478412,1.987623221
5374,Central Europe and the Baltics,CEB,2002,50.99785546,4.053031474
5375,Switzerland,CHE,2002,39.45903547,0.931026266
5376,Chile,CHL,2002,20.933867,4.435255293
5377,China,CHN,2002,55.69563782,13.30148771
5378,Cote d'Ivoire,CIV,2002,61.63522013,18.73731416
5379,Cameroon,CMR,2002,19.37763111,18.2716804
5380,"Congo, Dem. Rep.",COD,2002,11.27015284,26.58377932
5381,"Congo, Rep.",COG,2002,30.86383602,6.261580123
5382,Colombia,COL,2002,37.50067598,8.510005177
5383,Comoros,COM,2002,72.54164428,29.37601242
5384,Cabo Verde,CPV,2002,18.36228288,10.35147125
5385,Costa Rica,CRI,2002,35.76184881,8.427750289
5386,Caribbean small states,CSS,2002,4.92,3.742648927
5387,Cuba,CUB,2002,62.54347213,5.945728703
5388,Cyprus,CYP,2002,15.15151515,3.788259648
5389,Czech Republic,CZE,2002,55.28665718,2.659586723
5390,Germany,DEU,2002,48.63555581,0.900496788
5391,Dominica,DMA,2002,29.33333333,10.840012
5392,Denmark,DNK,2002,62.80933302,1.781116432
5393,Dominican Republic,DOM,2002,52.05961499,6.805119218
5394,Algeria,DZA,2002,16.73356454,9.224982107
5395,East Asia & Pacific (excluding high income),EAP,2002,48.46619279,13.49890562
5396,Early-demographic dividend,EAR,2002,40.80267588,10.58366924
5397,East Asia & Pacific,EAS,2002,50.77253156,4.796441334
5398,Europe & Central Asia (excluding high income),ECA,2002,28.24225491,8.873016727
5399,Europe & Central Asia,ECS,2002,29.86104434,2.292100915
5400,Ecuador,ECU,2002,30.1578354,11.23092289
5401,"Egypt, Arab Rep.",EGY,2002,3.439650409,15.40485616
5402,Euro area,EMU,2002,46.5114938,1.953157627
5403,Eritrea,ERI,2002,74.57425743,13.60181006
5404,Spain,ESP,2002,58.95118628,3.48901744
5405,Estonia,EST,2002,16.47086577,3.553520705
5406,Ethiopia,ETH,2002,30.498,38.69237169
5407,European Union,EUU,2002,44.70042918,2.072027404
5408,Fragile and conflict affected situations,FCS,2002,30.82729776,20.63610412
5409,Finland,FIN,2002,7.341015792,2.672305807
5410,Fiji,FJI,2002,23.42638205,13.31090991
5411,France,FRA,2002,54.0768527,2.010858852
5412,Faroe Islands,FRO,2002,2.148997135,15.58123671
5413,"Micronesia, Fed. Sts.",FSM,2002,32.14285714,23.22008501
5414,Gabon,GAB,2002,8.061155742,5.743861639
5415,United Kingdom,GBR,2002,70.16905717,0.916379913
5416,Georgia,GEO,2002,43.22924162,19.24087983
5417,Ghana,GHA,2002,61.9079107,35.14837706
5418,Guinea,GIN,2002,55.91730425,21.63161471
5419,"Gambia, The",GMB,2002,51.08695652,24.12493214
5420,Guinea-Bissau,GNB,2002,24.18243243,41.8319889
5421,Greece,GRC,2002,64.72459271,4.987113605
5422,Grenada,GRD,2002,38.23529412,6.290519557
5423,Guatemala,GTM,2002,42.22657708,14.17028685
5424,Guyana,GUY,2002,5.738694437,30.88166411
5425,High income,HIC,2002,38.04953585,1.497381323
5426,"Hong Kong SAR, China",HKG,2002,6.666666667,0.088103282
5427,Honduras,HND,2002,27.06229332,12.18341274
5428,Heavily indebted poor countries (HIPC),HPC,2002,35.77314613,25.48154957
5429,Croatia,HRV,2002,21.12323377,4.844090542
5430,Haiti,HTI,2002,60.59506531,15.83572893
5431,Hungary,HUN,2002,65.2644499,4.260795043
5432,IBRD only,IBD,2002,36.53564561,9.776093671
5433,IDA & IBRD total,IBT,2002,36.86723334,11.24530098
5434,IDA total,IDA,2002,37.91845381,26.49429531
5435,IDA blend,IDB,2002,44.47956387,28.40798435
5436,Indonesia,IDN,2002,26.59626733,16.31966897
5437,IDA only,IDX,2002,36.325552,25.19956934
5438,India,IND,2002,60.72938494,19.5366997
5439,Ireland,IRL,2002,63.47800842,1.735308489
