,Country Name,Country Code,year,totalNaturalResourcesRents,grossSavings,imports,exports
2624,Malta,MLT,2002,0.0,20.42462511,0.645369106,0.04522931
2625,Mauritius,MUS,2002,0.011318512,27.60854883,2.113860452,0.47041524
2626,Malaysia,MYS,2002,8.787370308,32.73508467,1.116593305,2.249318123
2627,North America,NAC,2002,0.724052728,18.61874187,1.360831969,3.078622231
2628,Namibia,NAM,2002,0.61206926,26.26514014,1.333357295,0.990642132
2629,Niger,NER,2002,7.013112233,14.59341267,3.013569732,3.641555877
2630,Nigeria,NGA,2002,11.5579228,29.11599259,1.024340528,0.281333482
2631,Nicaragua,NIC,2002,1.141579889,8.61012646,0.72654429,2.772003445
2632,Netherlands,NLD,2002,0.594591599,26.19856358,1.708330798,2.899054733
2633,Norway,NOR,2002,8.814394434,32.74461127,1.975862725,0.766314742
2634,New Zealand,NZL,2002,1.47132886,20.85379915,0.959532077,13.40689172
2635,OECD members,OED,2002,0.598021885,21.58046523,1.845782353,1.836230804
2636,Oman,OMN,2002,36.24024526,27.44456387,0.611092403,0.013113959
2637,Pakistan,PAK,2002,1.453438542,21.32607195,4.815678321,1.471060674
2638,Panama,PAN,2002,0.123117308,18.67408062,0.540746636,1.063447908
2639,Peru,PER,2002,1.961625271,16.95175338,1.842318019,2.305061633
2640,Philippines,PHL,2002,0.481002029,35.26885011,0.9915093,0.484723023
2641,Papua New Guinea,PNG,2002,21.57113286,22.9407238,0.68253109,6.149744944
2642,Poland,POL,2002,0.565156618,15.51158685,1.923040989,1.408929251
2643,Pre-demographic dividend,PRE,2002,10.00854097,24.25852631,1.136871205,4.027758222
2644,Portugal,PRT,2002,0.117386468,17.36376481,2.275972972,2.51750073
2645,Paraguay,PRY,2002,2.066444615,26.90820426,1.070124431,3.677771575
2646,West Bank and Gaza,PSE,2002,0.0,12.43951922,0.989157685,4.7467499
2647,Pacific island small states,PSS,2002,1.294307418,25.26100998,0.559339928,16.02349771
2648,Post-demographic dividend,PST,2002,0.529812907,21.93108558,1.742852198,1.702561113
2649,Romania,ROU,2002,2.763322772,18.8213474,1.285287796,3.270708505
2650,Russian Federation,RUS,2002,17.62313249,28.77477622,1.322929185,3.39204928
2651,South Asia,SAS,2002,1.937274443,27.42661508,3.39189746,1.10535721
2652,Saudi Arabia,SAU,2002,31.76877205,29.27031712,0.938574457,0.060098948
2653,Sudan,SDN,2002,7.331455869,22.68758592,0.94393915,5.235763414
2654,Senegal,SEN,2002,2.375354484,13.03217307,1.87220449,3.334031372
2655,Singapore,SGP,2002,0.000433988,38.42801044,0.410404288,0.402588132
2656,Solomon Islands,SLB,2002,6.908948229,-4.494855545,0.677084165,46.55516057
2657,Sierra Leone,SLE,2002,8.435525019,2.469269509,7.556419137,0.788398079
2658,El Salvador,SLV,2002,0.456800583,15.59148791,1.624671736,0.312091323
2659,Sub-Saharan Africa (excluding high income),SSA,2002,8.480192308,22.79846653,1.455368262,5.146405685
2660,Sub-Saharan Africa,SSF,2002,8.466735106,22.79462276,1.454247145,5.13671427
2661,Slovak Republic,SVK,2002,0.259100333,23.96964481,1.611380876,1.904365509
2662,Slovenia,SVN,2002,0.137015613,25.80446557,3.135823259,1.253545179
2663,Sweden,SWE,2002,0.319693987,26.43512334,1.906267207,4.76129092
2664,Eswatini,SWZ,2002,4.481604932,22.73133269,2.236461034,8.382712333
2665,Seychelles,SYC,2002,0.104835241,18.6059862,1.088265217,0.000124369
2666,Syrian Arab Republic,SYR,2002,17.54065902,20.23491691,3.729145351,3.437157517
2667,East Asia & Pacific (IDA & IBRD countries),TEA,2002,2.729446702,37.04652925,3.804942922,1.390423702
2668,Europe & Central Asia (IDA & IBRD countries),TEC,2002,7.702417645,24.25175639,2.152649554,2.364871024
2669,Togo,TGO,2002,6.880486673,16.14662253,1.19398157,16.27673238
2670,Thailand,THA,2002,1.423148437,28.10389079,2.762485412,3.693443031
2671,Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,3.748502006,18.10819278,1.522558569,2.617306551
2672,Tonga,TON,2002,0.035662479,19.29959928,0.275647054,0.637194676
2673,South Asia (IDA & IBRD),TSA,2002,1.937274443,27.42661508,3.39189746,1.10535721
2674,Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,8.466735106,22.79462276,1.454247145,5.13671427
2675,Tunisia,TUN,2002,2.854378783,20.26632958,2.852717891,0.719621273
2676,Turkey,TUR,2002,0.204418426,22.45258209,4.053054448,0.811020607
2677,Tanzania,TZA,2002,4.857502885,20.5483303,2.505554266,7.769324801
2678,Uganda,UGA,2002,14.24812016,16.61583268,2.563843566,9.083617308
2679,Ukraine,UKR,2002,3.699725896,23.87170182,1.320514433,1.808661585
2680,Upper middle income,UMC,2002,4.100444559,30.81535788,2.896686417,1.586170931
2681,Uruguay,URY,2002,0.454589977,15.38457934,4.287106197,12.67278637
2682,United States,USA,2002,0.610118035,18.32880571,1.359664413,2.421098409
2683,"Venezuela, RB",VEN,2002,19.29681816,30.32164073,1.410130522,0.233967994
2684,Vietnam,VNM,2002,7.347999566,32.52767451,3.11846427,2.320670134
2685,World,WLD,2002,1.671834716,24.7592374,2.075950357,1.686702797
2686,South Africa,ZAF,2002,4.40020521,17.94627659,1.470364859,3.813646941
2687,Aruba,ABW,2003,0.00069997,14.46185738,2.677284167,1.171995547
2688,Africa Eastern and Southern,AFE,2003,6.83266389,20.1196058,1.365051685,4.808925072
2689,Africa Western and Central,AFW,2003,11.24510938,24.91799368,1.064115152,6.875580246
2690,Albania,ALB,2003,0.733194369,26.25826888,1.000180619,5.143025786
2691,Argentina,ARG,2003,5.133473873,21.73453301,2.492596522,1.516745387
2692,Armenia,ARM,2003,0.033234597,16.34181182,0.990767688,0.840332828
2693,Australia,AUS,2003,2.153934003,21.10126755,1.132577119,5.01490134
2694,Azerbaijan,AZE,2003,26.09272178,26.03138601,0.9513925,1.508987631
2695,Burundi,BDI,2003,40.49219521,6.755630908,1.306799972,0.320237796
2696,Belgium,BEL,2003,0.021740671,26.22422856,1.335539976,1.236025406
2697,Benin,BEN,2003,4.184514253,11.36639095,3.980121195,74.16684433
2698,Bangladesh,BGD,2003,0.744340063,30.1645967,7.464855209,0.935837715
2699,Bulgaria,BGR,2003,0.427908592,16.80982157,1.569638176,2.30643284
2700,Bahrain,BHR,2003,5.07861086,25.54748531,0.853373549,0.051362833
2701,"Bahamas, The",BHS,2003,0.007119133,31.20227641,1.978689686,0.796066443
2702,Bosnia and Herzegovina,BIH,2003,0.832901264,3.679884244,0.600510511,9.973553992
2703,Belarus,BLR,2003,1.742518661,22.87721005,2.149963458,3.575961378
2704,Belize,BLZ,2003,0.276574824,2.537732169,0.428719202,1.210286527
2705,Bolivia,BOL,2003,4.71937761,14.4857439,1.480155181,2.020244658
2706,Brazil,BRA,2003,2.799782987,16.41794179,1.749924482,4.547900045
2707,Barbados,BRB,2003,0.230273459,11.84679903,1.944285012,0.656312193
2708,Brunei Darussalam,BRN,2003,23.43076871,47.13399119,0.343419954,0.004710573
2709,Botswana,BWA,2003,1.932964853,35.67831753,0.805070114,0.116703368
2710,Canada,CAN,2003,2.942385203,21.94377715,1.36331631,5.075544046
2711,Central Europe and the Baltics,CEB,2003,0.718439407,18.41473502,1.78178238,2.395897196
2712,Switzerland,CHE,2003,0.018426759,36.58801996,1.217937368,0.396720988
2713,Chile,CHL,2003,5.092182773,20.75969614,1.060437962,8.876152834
2714,China,CHN,2003,1.953392947,42.41349965,3.994186601,0.665370858
2715,Cameroon,CMR,2003,5.184646447,14.19098556,1.639042487,9.678943207
2716,Colombia,COL,2003,4.793051097,15.39662792,2.481661556,5.537838647
2717,Comoros,COM,2003,1.655367519,4.425298097,0.836965439,0.088035536
2718,Costa Rica,CRI,2003,0.987090355,13.41997416,0.878776481,3.070270011
2719,Cyprus,CYP,2003,0.007919834,18.11422145,1.270701207,0.912574629
2720,Czech Republic,CZE,2003,0.415562221,25.36209393,1.782336301,1.921886812
2721,Germany,DEU,2003,0.09830251,21.79639543,1.576579515,0.80333184
2722,Denmark,DNK,2003,1.109052344,25.20028693,2.753165854,2.830725974
2723,Dominican Republic,DOM,2003,0.541632395,23.63248294,2.210822814,0.683696954
2724,East Asia & Pacific (excluding high income),EAP,2003,2.961245787,39.88357071,3.590616435,1.387094696
2725,Early-demographic dividend,EAR,2003,7.876644908,24.71958004,2.463797112,1.478984257
2726,East Asia & Pacific,EAS,2003,0.941106481,35.26686162,2.714845637,1.266444538
2727,Europe & Central Asia (excluding high income),ECA,2003,9.41890621,24.70560698,2.038440167,2.519510247
2728,Europe & Central Asia,ECS,2003,1.085474108,22.63691054,1.801495436,1.573786794
2729,Ecuador,ECU,2003,8.98633203,18.39881862,1.502130368,5.644476312
2730,"Egypt, Arab Rep.",EGY,2003,9.125860511,18.64809581,4.558392262,6.840901722
2731,Euro area,EMU,2003,0.114978222,22.43734338,1.826786609,1.498506454
2732,Spain,ESP,2003,0.037764059,23.62908281,1.623064202,1.180393613
2733,Estonia,EST,2003,1.621256549,21.95506879,3.075334171,8.731542217
2734,European Union,EUU,2003,0.17493406,22.35922693,1.823251002,1.642494835
2735,Finland,FIN,2003,0.37477935,28.0161264,2.843898141,6.277463876
2736,Fiji,FJI,2003,1.026964901,37.00224389,0.339748937,3.759916159
2737,France,FRA,2003,0.051661838,22.23834622,1.680705646,0.994184501
2738,Faroe Islands,FRO,2003,0.0,27.91564954,2.505035901,2.96424603
2739,Gabon,GAB,2003,22.06485404,32.72843212,0.405775253,5.468488478
2740,United Kingdom,GBR,2003,0.790308089,15.95069102,1.51839271,0.539474117
2741,Georgia,GEO,2003,0.776065197,16.35362313,0.396789534,2.844850103
2742,Ghana,GHA,2003,15.54108651,21.15696563,1.652239667,6.37764609
2743,"Gambia, The",GMB,2003,6.122860657,9.793368944,2.248850956,10.88179138
2744,Guinea-Bissau,GNB,2003,17.82676717,6.451029652,0.355182307,1.104295934
2745,Guatemala,GTM,2003,1.484210341,14.33735412,1.237710286,4.014750265
2746,Guyana,GUY,2003,16.94822751,11.17809755,0.438158686,2.946354147
2747,High income,HIC,2003,1.026874823,21.86765173,1.604402486,1.630800698
2748,"Hong Kong SAR, China",HKG,2003,0.000974238,33.16579897,1.030562702,0.406283371
2749,Honduras,HND,2003,1.21682443,18.94238571,0.860091795,4.05618474
2750,Croatia,HRV,2003,0.775178653,18.75386856,1.517095847,4.165825787
2751,Hungary,HUN,2003,0.421114268,15.78258181,1.286311256,0.829848048
2752,IBRD only,IBD,2003,5.057524118,31.27124128,2.806837334,1.75472958
2753,IDA & IBRD total,IBT,2003,5.503245442,30.82887246,2.794873418,1.890994068
2754,IDA total,IDA,2003,10.24401653,23.27837709,2.616194195,5.261008459
2755,IDA blend,IDB,2003,8.734817119,24.15664549,2.424249432,2.133830993
2756,Indonesia,IDN,2003,6.35404387,20.68405036,5.311854054,4.95205648
2757,India,IND,2003,2.139457417,30.47096654,3.044582797,1.07983395
2758,Iceland,ISL,2003,0.0,17.31279329,1.808175033,0.970911646
2759,Israel,ISR,2003,0.000879871,20.32404551,1.110089411,0.990175675
2760,Italy,ITA,2003,0.085481908,20.39928104,3.15275774,0.643793064
2761,Jamaica,JAM,2003,1.06911353,17.87397273,1.30212787,0.147551134
2762,Jordan,JOR,2003,0.092926677,32.59529155,1.610466692,0.242147329
2763,Japan,JPN,2003,0.011872085,28.71589589,2.938439096,0.51711106
2764,Kazakhstan,KAZ,2003,22.34656401,28.52074139,0.918473037,1.298090697
2765,Kenya,KEN,2003,5.085421396,9.474741952,2.07194812,10.79045184
2766,Kyrgyz Republic,KGZ,2003,3.400969092,10.05545877,1.687464698,9.597312828
2767,Cambodia,KHM,2003,3.410502632,16.23877805,2.529983312,2.106283394
2768,"Korea, Rep.",KOR,2003,0.025510996,32.98186486,2.546835594,0.850077188
2769,Kuwait,KWT,2003,40.83354636,36.30654518,0.343806272,0.007140211
2770,Latin America & Caribbean (excluding high income),LAC,2003,3.329015737,17.71751779,1.649681583,2.141492694
2771,Lebanon,LBN,2003,0.00160304,-16.35902798,1.505950052,1.355328276
2772,Latin America & Caribbean,LCN,2003,4.130417751,18.44237311,1.649536226,2.563577155
2773,Sri Lanka,LKA,2003,0.196684505,21.65615495,1.111954992,2.042100232
2774,Lower middle income,LMC,2003,6.699219614,26.44999776,3.073339645,2.414379396
2775,Low & middle income,LMY,2003,5.436618228,31.2622971,2.852910535,1.819705293
2776,Late-demographic dividend,LTE,2003,5.289491106,34.47012945,2.679038266,1.65599177
2777,Lithuania,LTU,2003,0.714611575,15.25987704,2.455701195,4.325748759
2778,Luxembourg,LUX,2003,0.015122494,23.88579032,1.218036363,0.98032743
2779,Latvia,LVA,2003,1.75682401,20.96247096,2.747806279,27.06327139
2780,"Macao SAR, China",MAC,2003,0.001674995,44.2531631,1.271711058,0.014704471
2781,Morocco,MAR,2003,0.241450282,32.26516632,3.328314926,1.753779149
2782,Moldova,MDA,2003,0.260763338,16.86763745,4.112289994,5.028707789
2783,Madagascar,MDG,2003,5.218558398,10.17982076,0.424268449,3.600407618
2784,Mexico,MEX,2003,3.457009724,19.10133419,1.552133146,0.512850653
2785,Middle income,MIC,2003,5.066124498,31.33876667,2.872978265,1.744602053
2786,North Macedonia,MKD,2003,0.408196634,15.71293416,1.596838034,1.178716843
2787,Mali,MLI,2003,5.312901066,14.7339987,0.695384738,34.82157863
2788,Malta,MLT,2003,0.0,18.76983267,0.664659368,0.045508125
2789,Mongolia,MNG,2003,4.551277634,25.03807312,0.615575072,9.769581048
2790,Mauritius,MUS,2003,0.010684499,25.96305879,1.975206573,0.470415208
2791,Malaysia,MYS,2003,11.01223942,34.85265146,1.127039602,2.392628298
2792,North America,NAC,2003,0.96282547,17.77742828,1.282688939,3.164442083
2793,Namibia,NAM,2003,0.952749945,26.02944914,0.690568945,1.150972797
2794,Niger,NER,2003,9.263561096,14.00711112,4.326760163,3.337916553
2795,Nigeria,NGA,2003,13.45981259,27.25554816,0.60488156,0.009262966
2796,Nicaragua,NIC,2003,1.127662119,9.681161246,0.488281707,2.039996414
2797,Netherlands,NLD,2003,0.510952813,26.95540964,1.677939812,3.150688506
2798,Norway,NOR,2003,8.75540805,31.58405157,2.029155846,0.713680849
2799,Nepal,NPL,2003,1.210053617,25.12676611,4.616464875,1.075561732
2800,New Zealand,NZL,2003,1.078681538,21.33541187,0.885553633,12.47754365
2801,OECD members,OED,2003,0.679212564,21.17811288,1.755999043,1.817080625
2802,Oman,OMN,2003,36.17419481,29.92938295,0.007744669,0.003645826
2803,Pakistan,PAK,2003,1.460933307,21.59100051,4.94067766,1.58511723
2804,Panama,PAN,2003,0.143856414,17.90620028,0.583237052,0.877810885
2805,Peru,PER,2003,2.943950337,16.8011088,1.842427266,2.155969253
2806,Philippines,PHL,2003,0.690134274,35.60994983,0.950505457,0.559213152
2807,Papua New Guinea,PNG,2003,22.63331517,30.45881875,0.71221586,2.643339676
2808,Poland,POL,2003,0.601208646,16.22708522,1.918632282,1.543192594
2809,Portugal,PRT,2003,0.114046711,16.41342883,2.178843624,2.45243987
2810,Paraguay,PRY,2003,2.140509429,21.00272844,0.982158399,4.221486134
2811,West Bank and Gaza,PSE,2003,0.0,1.530831195,1.042124339,3.669528445
2812,Pacific island small states,PSS,2003,1.65620488,29.98805507,0.566751715,17.11943148
2813,Post-demographic dividend,PST,2003,0.60183026,21.56781519,1.649837242,1.696205421
2814,Romania,ROU,2003,2.49846847,16.32252331,1.207138219,3.142616384
2815,Russian Federation,RUS,2003,17.43132177,28.26623863,1.216548899,3.243720392
2816,South Asia,SAS,2003,1.890742774,29.29202573,3.520987686,1.128927898
2817,Saudi Arabia,SAU,2003,37.40058177,34.81638225,0.852717984,0.045688197
2818,Sudan,SDN,2003,7.168973429,24.10603921,0.868142005,5.895250264
2819,Senegal,SEN,2003,2.709462401,14.52874888,1.761443704,3.448590988
2820,Singapore,SGP,2003,0.000593717,39.39878392,0.463685105,0.351510434
2821,Solomon Islands,SLB,2003,11.39806908,21.10790097,0.443831082,51.77946805
2822,El Salvador,SLV,2003,0.445015904,14.80844506,1.601335591,0.286738994
2823,Sub-Saharan Africa (excluding high income),SSA,2003,8.475952366,22.49114353,1.269303699,5.674547088
2824,Sub-Saharan Africa,SSF,2003,8.465171231,22.48682733,1.269851965,5.664253553
2825,Slovak Republic,SVK,2003,0.258591767,20.80849773,1.514181836,1.572529115
2826,Slovenia,SVN,2003,0.144255061,25.28183466,3.052417359,1.191711043
2827,Sweden,SWE,2003,0.261719167,27.78778471,1.823019702,4.484422509
2828,Eswatini,SWZ,2003,2.856067866,21.33277814,1.878144716,8.563620261
2829,Seychelles,SYC,2003,0.118386037,17.77553867,1.446885344,0.003156156
2830,Syrian Arab Republic,SYR,2003,19.90652876,18.20507688,4.199743739,3.02031797
2831,East Asia & Pacific (IDA & IBRD countries),TEA,2003,2.961861055,39.88357071,3.590616435,1.387094696
2832,Europe & Central Asia (IDA & IBRD countries),TEC,2003,7.649259118,23.55605412,1.998993981,2.334621489
2833,Togo,TGO,2003,9.322471088,17.5486431,0.690686928,16.90343141
2834,Thailand,THA,2003,1.94070902,27.97383939,2.689074516,4.683439307
2835,Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,4.369557127,18.42499093,1.657111174,2.57476376
2836,Tonga,TON,2003,0.041673227,15.24964379,0.361448594,2.392735632
2837,South Asia (IDA & IBRD),TSA,2003,1.890742774,29.29202573,3.520987686,1.128927898
2838,Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,8.465171231,22.48682733,1.269851965,5.664253553
2839,Tunisia,TUN,2003,2.785797993,20.27509179,2.786249678,0.781524563
2840,Turkey,TUR,2003,0.183249496,20.65371594,3.566979738,0.800333224
2841,Tanzania,TZA,2003,6.862791654,22.4926753,1.879900428,7.912219282
2842,Uganda,UGA,2003,20.88523024,17.80397418,2.005050063,11.98511252
2843,Ukraine,UKR,2003,3.373147571,23.91181583,1.331865347,1.847581755
2844,Upper middle income,UMC,2003,4.432080297,32.72104658,2.800428231,1.577151426
2845,Uruguay,URY,2003,0.632377734,14.92567807,4.790951147,11.20211064
2846,United States,USA,2003,0.808461037,17.38851103,1.267710425,2.64288951
2847,"Venezuela, RB",VEN,2003,24.30215689,29.75493764,2.028210465,0.151079686
2848,Vietnam,VNM,2003,7.948949991,31.49322056,3.184728884,2.42283029
2849,World,WLD,2003,1.863466398,25.16548705,1.993428748,1.689168461
2850,South Africa,ZAF,2003,2.853938758,18.38560547,1.399346053,3.477379367
2851,Aruba,ABW,2004,0.000685497,17.09651542,2.773688286,1.248594021
2852,Africa Eastern and Southern,AFE,2004,8.613254456,21.57181439,1.304564064,4.626173673
2853,Albania,ALB,2004,0.770849476,29.38483682,1.071021385,4.4909842
2854,Argentina,ARG,2004,4.958780527,13.78283487,1.795036083,1.629307158
2855,Armenia,ARM,2004,0.021722905,19.7148351,0.951037802,1.605086185
2856,Australia,AUS,2004,2.879555056,21.54104657,1.040565528,4.820928998
2857,Azerbaijan,AZE,2004,28.85805363,27.54256643,0.852554992,1.145104731
2858,Burundi,BDI,2004,30.45452019,6.587317715,1.144199573,0.554081127
2859,Belgium,BEL,2004,0.015892828,27.19434758,1.284878157,1.22219896
2860,Benin,BEN,2004,3.131039789,13.25686569,3.6647764,72.41365846
2861,Bangladesh,BGD,2004,0.760780389,31.57740067,8.469707122,1.257730754
2862,Bulgaria,BGR,2004,1.133048779,16.97698667,1.402232616,2.093605322
2863,Bahrain,BHR,2004,5.130365815,24.10547562,0.70598805,0.039259028
2864,"Bahamas, The",BHS,2004,0.006320852,32.70077491,2.375406555,0.407905246
2865,Bosnia and Herzegovina,BIH,2004,1.63373174,12.89999589,1.046501957,11.56835031
2866,Belarus,BLR,2004,1.773911848,26.89871339,1.832582108,3.087181311
2867,Belize,BLZ,2004,0.244951285,3.813328174,0.438243116,0.851913986
2868,Bolivia,BOL,2004,8.072952022,17.04664566,1.771345654,1.883901876
2869,Brazil,BRA,2004,2.674308584,18.8550187,1.754823384,4.046788884
2870,Barbados,BRB,2004,0.279764568,8.124926456,2.250239936,0.256086091
2871,Brunei Darussalam,BRN,2004,28.07132124,46.89047172,0.218964997,0.007785999
2872,Botswana,BWA,2004,3.225792454,34.27037293,0.771642257,0.280778533
2873,Canada,CAN,2004,4.069318158,23.66050407,1.325312106,5.773445729
2874,Central Europe and the Baltics,CEB,2004,1.10202523,17.92774056,1.708136623,2.042353947
2875,Switzerland,CHE,2004,0.014120947,36.89253977,1.159343872,0.396085105
2876,Chile,CHL,2004,9.557357524,22.53114376,1.123745435,7.859362409
2877,China,CHN,2004,4.661952315,45.67236719,4.042120869,0.557165858
2878,Cameroon,CMR,2004,5.304911676,16.91747739,1.651978637,12.03798273
2879,Colombia,COL,2004,6.069411141,16.82866036,1.982132646,4.482727355
2880,Comoros,COM,2004,1.232593207,6.840509666,0.749507145,0.033733173
2881,Costa Rica,CRI,2004,0.945345572,14.88080092,1.021950946,3.333339719
2882,Cyprus,CYP,2004,0.008780884,17.29051255,1.181892789,0.840285253
2883,Czech Republic,CZE,2004,0.887642069,25.91548467,1.576506183,1.553661494
2884,Germany,DEU,2004,0.140121182,24.32094727,1.473544348,0.777543456
2885,Denmark,DNK,2004,1.316952652,25.80866871,2.480515746,2.753624788
2886,Dominican Republic,DOM,2004,1.214130149,24.76589374,2.073392611,0.456261529
2887,East Asia & Pacific (excluding high income),EAP,2004,5.192631569,42.65875368,3.590640214,1.32865886
2888,Early-demographic dividend,EAR,2004,9.501002993,26.36559696,2.26324245,1.44977811
2889,East Asia & Pacific,EAS,2004,1.650939296,37.23026687,2.634145191,1.22057705
2890,Europe & Central Asia (excluding high income),ECA,2004,9.552231931,26.40306361,1.802342981,2.332206239
2891,Europe & Central Asia,ECS,2004,1.222259474,23.3780603,1.670126975,1.478427416
2892,Ecuador,ECU,2004,13.48265271,19.1622199,1.442762336,5.245857867
2893,"Egypt, Arab Rep.",EGY,2004,11.54424255,21.11221925,5.172801606,7.136555878
2894,Euro area,EMU,2004,0.122866012,23.36727239,1.694987825,1.415316355
2895,Spain,ESP,2004,0.04759516,22.80787767,1.454209801,1.126885211
2896,Estonia,EST,2004,0.987754981,22.2689527,3.296928674,7.512401936
2897,European Union,EUU,2004,0.213390233,23.11742088,1.694804086,1.534602662
2898,Finland,FIN,2004,0.301008288,29.5949197,2.830491199,6.018204538
2899,Fiji,FJI,2004,0.871328722,38.80114158,0.377654796,4.633331534
2900,France,FRA,2004,0.04109758,22.55243437,1.565047675,0.975276502
2901,Faroe Islands,FRO,2004,0.0,26.86133306,3.186501699,2.11507385
2902,Gabon,GAB,2004,28.13179762,32.12160583,0.645130511,9.824698014
2903,United Kingdom,GBR,2004,0.746452769,15.19695337,1.442434977,0.606683127
2904,Georgia,GEO,2004,0.798215599,20.95744793,0.468178749,2.240782595
2905,Ghana,GHA,2004,12.43784341,22.87179036,1.310006509,3.368055306
2906,Guinea,GIN,2004,14.15987052,12.62725098,0.819226753,1.681466241
2907,"Gambia, The",GMB,2004,2.54979498,6.049973128,1.940121894,1.652225093
2908,Guinea-Bissau,GNB,2004,14.1311491,7.871924804,0.249258553,0.10567969
2909,Guatemala,GTM,2004,1.468731306,15.66799694,1.18351026,4.185601074
2910,Guyana,GUY,2004,21.19928079,19.28980192,0.297732103,5.115750483
2911,High income,HIC,2004,1.350343233,22.57800089,1.536897987,1.598139068
2912,"Hong Kong SAR, China",HKG,2004,0.001020218,32.30578997,0.894553871,0.48819981
2913,Honduras,HND,2004,1.170652295,20.34213449,0.74582715,3.816751065
2914,Croatia,HRV,2004,0.721969529,20.57988588,1.420923547,3.620244046
2915,Hungary,HUN,2004,0.446673477,16.69322333,1.226828466,0.764924602
2916,IBRD only,IBD,2004,6.908350281,33.48573916,2.714430618,1.629932111
2917,IDA & IBRD total,IBT,2004,7.300432313,33.01538659,2.736599795,1.793815815
2918,Indonesia,IDN,2004,8.366587031,20.76428995,4.552007496,5.021579451
2919,India,IND,2004,3.042363495,33.33257124,2.583287729,1.203884513
2920,Iceland,ISL,2004,0.0,15.63886274,1.584262953,0.886474518
2921,Israel,ISR,2004,0.023776752,21.64513035,1.010539104,0.40695406
2922,Italy,ITA,2004,0.07978565,20.77603129,2.825505981,0.612915907
2923,Jamaica,JAM,2004,1.721884188,20.72595897,1.580765485,0.132767379
2924,Jordan,JOR,2004,0.091530852,27.72173617,1.397889172,0.214462606
2925,Japan,JPN,2004,0.011537014,29.31588438,2.788393234,0.491787971
2926,Kazakhstan,KAZ,2004,27.67334722,27.41625027,0.72514731,1.003728563
2927,Kenya,KEN,2004,4.123678129,11.96134347,2.14000115,15.83779687
2928,Kyrgyz Republic,KGZ,2004,3.411628678,15.40623687,1.648028117,7.473537732
2929,Cambodia,KHM,2004,3.204116393,14.39625637,2.397125612,1.765854543
2930,"Korea, Rep.",KOR,2004,0.020482169,35.46226035,2.249627014,0.781400882
2931,Kuwait,KWT,2004,48.36244645,48.73520697,0.253449324,0.007089473
2932,Latin America & Caribbean (excluding high income),LAC,2004,3.958607633,18.84725842,1.551431644,1.989766153
2933,Lebanon,LBN,2004,0.001457056,6.464537178,1.32436317,1.229428576
2934,Latin America & Caribbean,LCN,2004,5.190204117,19.84103264,1.551063233,2.346047748
2935,Sri Lanka,LKA,2004,0.147494467,22.11889732,1.117354364,2.201607651
2936,Lower middle income,LMC,2004,8.460345677,28.42513516,3.052602027,2.635328851
2937,Low & middle income,LMY,2004,7.18865696,33.48791103,2.795056393,1.740661926
2938,Late-demographic dividend,LTE,2004,6.988971401,37.12753183,2.689907973,1.513776636
2939,Lithuania,LTU,2004,0.636918516,15.07115201,2.457142687,3.783826901
2940,Luxembourg,LUX,2004,0.00976288,33.14788552,1.200503103,0.831833281
2941,Latvia,LVA,2004,1.58305174,20.72492071,3.483918721,20.82656157
2942,"Macao SAR, China",MAC,2004,0.001425855,49.02468476,0.506296604,0.0097852
2943,Morocco,MAR,2004,0.567307702,32.75782588,2.98787203,1.667187026
2944,Moldova,MDA,2004,0.212049521,24.04435799,4.707882485,5.912742342
2945,Madagascar,MDG,2004,6.160538343,16.29899373,0.738844814,3.155179827
2946,Mexico,MEX,2004,4.379122249,22.1001478,1.494346025,0.529557456
2947,Middle income,MIC,2004,6.843572823,33.56897699,2.814537982,1.674256011
2948,North Macedonia,MKD,2004,1.571174329,14.57294216,1.478769874,0.997635005
2949,Mali,MLI,2004,3.902609167,13.87851333,0.556499882,35.9354795
2950,Malta,MLT,2004,0.0,16.29311481,0.606874157,0.05160811
2951,Mongolia,MNG,2004,14.92806603,33.65779466,0.515724896,7.854938683
2952,Mauritius,MUS,2004,0.006819534,23.10527551,2.320920689,0.479708065
2953,Malaysia,MYS,2004,10.80484487,35.13749662,1.192901298,2.451057404
2954,North America,NAC,2004,1.433650687,18.21113158,1.390320114,3.33092715
2955,Namibia,NAM,2004,0.810274231,30.28506876,0.623901461,0.74317695
2956,Niger,NER,2004,7.508169014,12.96534332,2.958896576,3.698032897
2957,Nicaragua,NIC,2004,1.291855576,12.97669356,0.464747901,1.803233492
2958,Netherlands,NLD,2004,0.475255864,26.99660328,1.571833619,3.00993406
2959,Norway,NOR,2004,9.539610062,34.06403209,1.89685547,0.614690533
2960,New Zealand,NZL,2004,0.943630142,20.03050165,0.890302356,11.68566773
2961,OECD members,OED,2004,0.918485279,21.8367123,1.682083137,1.77274409
2962,Oman,OMN,2004,39.6588427,31.4611654,0.461483088,0.003208155
2963,Pakistan,PAK,2004,1.613367097,22.31018993,5.843099682,1.620680942
2964,Panama,PAN,2004,0.160147635,15.06044371,0.561032785,1.196228649
2965,Peru,PER,2004,6.267274674,17.83725569,1.955009032,1.785977867
2966,Philippines,PHL,2004,0.926834052,36.22922799,0.916895011,0.582414428
