,Country Name,Country Code,year,agriculturalLand,agriculturalMachinery
3844,IDA & IBRD total,IBT,1981,37.60741306,65.58803355
3845,IDA total,IDA,1981,35.70149775,16.39615542
3846,IDA blend,IDB,1981,36.16503168,24.97964288
3847,Indonesia,IDN,1981,20.94867987,1.525
3848,IDA only,IDX,1981,35.59804346,10.43673502
3849,India,IND,1981,60.67590702,25.64384453
3850,Ireland,IRL,1981,83.2051096,1366.574331
3851,"Iran, Islamic Rep.",IRN,1981,35.78182175,62.73062731
3852,Iraq,IRQ,1981,21.58126986,50.66666667
3853,Iceland,ISL,1981,18.95261845,1015.037594
3854,Israel,ISR,1981,24.86136784,815.3846154
3855,Italy,ITA,1981,59.67495155,1167.96218
3856,Jordan,JOR,1981,12.66545784,165.1410874
3857,Japan,JPN,1981,16.49017467,2906.60358
3858,Kenya,KEN,1981,44.94500474,16.83947368
3859,Cambodia,KHM,1981,15.01246318,6.165
3860,St. Kitts and Nevis,KNA,1981,57.69230769,187.5
3861,"Korea, Rep.",KOR,1981,23.27389592,18.8298391
3862,Kuwait,KWT,1981,7.631874299,120.0
3863,Latin America & Caribbean (excluding high income),LAC,1981,33.29846714,94.8833086
3864,Lao PDR,LAO,1981,6.971403813,8.512820513
3865,Lebanon,LBN,1981,58.45552297,142.8571429
3866,Libya,LBY,1981,8.630096502,141.069397
3867,St. Lucia,LCA,1981,34.09836066,197.6744186
3868,Latin America & Caribbean,LCN,1981,32.93126615,97.07851026
3869,Least developed countries: UN classification,LDC,1981,35.69581213,6.330365579
3870,Low income,LIC,1981,37.0529294,22.59600254
3871,Liechtenstein,LIE,1981,56.25,1110.0
3872,Sri Lanka,LKA,1981,37.45814065,168.5555556
3873,Lower middle income,LMC,1981,37.5935833,27.0058143
3874,Low & middle income,LMY,1981,37.71640203,57.60654696
3875,Lesotho,LSO,1981,75.82345191,48.65771812
3876,Morocco,MAR,1981,65.18037195,38.63719116
3877,Madagascar,MDG,1981,62.03356605,7.1796875
3878,Middle East & North Africa,MEA,1981,26.04628624,70.83995808
3879,Mexico,MEX,1981,50.52084673,81.29893744
3880,Middle income,MIC,1981,37.85839947,60.01318819
3881,Mali,MLI,1981,26.2934461,4.967709886
3882,Malta,MLT,1981,40.625,360.8333333
3883,Myanmar,MMR,1981,15.94546623,8.620510151
3884,Middle East & North Africa (excluding high income),MNA,1981,23.52614664,68.14214021
3885,Mongolia,MNG,1981,80.15075053,82.50825083
3886,Mauritania,MRT,1981,38.30794606,13.56521739
3887,Malaysia,MYS,1981,15.35471009,77.47221389
3888,North America,NAC,1981,27.00491001,233.4875049
3889,New Caledonia,NCL,1981,14.49671772,1500.0
3890,Niger,NER,1981,23.90463409,0.107449857
3891,Nigeria,NGA,1981,51.84514202,5.43544273
3892,Nicaragua,NIC,1981,31.80156224,19.56521739
3893,Netherlands,NLD,1981,59.56753555,2258.883249
3894,Norway,NOR,1981,2.562670434,1647.272727
3895,Nepal,NPL,1981,28.69230769,10.57692308
3896,New Zealand,NZL,1981,65.82355399,375.0
3897,OECD members,OED,1981,39.61510447,395.2611211
3898,Oman,OMN,1981,3.395799677,47.39130435
3899,Pakistan,PAK,1981,47.35367372,35.94351733
3900,Panama,PAN,1981,25.31611515,123.1818182
3901,Peru,PER,1981,14.6125,36.67180277
3902,Philippines,PHL,1981,35.78495489,19.55555556
3903,Papua New Guinea,PNG,1981,1.717970234,83.08139535
3904,Poland,POL,1981,61.73887492,461.4601709
3905,Pre-demographic dividend,PRE,1981,35.89655552,8.791354375
3906,Puerto Rico,PRI,1981,52.64937993,522.9411765
3907,"Korea, Dem. People's Rep.",PRK,1981,20.88696952,219.2560175
3908,Portugal,PRT,1981,43.51912568,373.4491315
3909,Paraguay,PRY,1981,33.87113013,46.15163699
3910,West Bank and Gaza,PSE,1981,62.95681063,296.5740741
3911,Post-demographic dividend,PST,1981,38.87213881,424.5710926
3912,French Polynesia,PYF,1981,12.02185792,700.0
3913,Qatar,QAT,1981,4.823428079,136.0
3914,Romania,ROU,1981,64.89537206,158.3846076
3915,Rwanda,RWA,1981,71.34171058,1.083870968
3916,South Asia,SAS,1981,56.86621269,25.71689246
3917,Saudi Arabia,SAU,1981,40.47699901,10.82474227
3918,Senegal,SEN,1981,45.91492235,1.474358974
3919,Solomon Islands,SLB,1981,2.107895677,5.0
3920,Sierra Leone,SLE,1981,37.80825713,7.582417582
3921,Somalia,SOM,1981,70.14537571,17.39130435
3922,Sub-Saharan Africa (excluding high income),SSA,1981,39.54360569,28.27051202
3923,Sub-Saharan Africa,SSF,1981,39.54298473,28.27051202
3924,Suriname,SUR,1981,0.467948718,260.4651163
3925,Sweden,SWE,1981,8.955987718,641.5899865
3926,Eswatini,SWZ,1981,74.65116279,214.4029851
3927,Syrian Arab Republic,SYR,1981,76.80378714,59.5014218
3928,East Asia & Pacific (IDA & IBRD countries),TEA,1981,41.31439768,56.09601567
3929,Togo,TGO,1981,55.80069866,0.425641026
3930,Thailand,THA,1981,37.85746442,12.35479086
3931,Latin America & the Caribbean (IDA & IBRD countries),TLA,1981,32.81942254,93.58209333
3932,Timor-Leste,TLS,1981,18.96435777,9.8
3933,Middle East & North Africa (IDA & IBRD countries),TMN,1981,23.49866635,67.62552717
3934,Tonga,TON,1981,47.22222222,71.875
3935,South Asia (IDA & IBRD),TSA,1981,56.86621269,25.71689246
3936,Sub-Saharan Africa (IDA & IBRD countries),TSS,1981,39.54298473,28.27051202
3937,Trinidad and Tobago,TTO,1981,18.51851852,775.0
3938,Tunisia,TUN,1981,56.3208033,82.64984227
3939,Turkey,TUR,1981,50.17086132,179.502021
3940,Tanzania,TZA,1981,34.99661323,11.875
3941,Uruguay,URY,1981,86.00731345,239.0771449
3942,United States,USA,1981,46.74799322,248.8410903
3943,St. Vincent and the Grenadines,VCT,1981,30.76923077,150.0
3944,British Virgin Islands,VGB,1981,53.33333333,20.0
3945,Virgin Islands (U.S.),VIR,1981,45.71428571,140.0
3946,Vietnam,VNM,1981,21.12507297,41.51269036
3947,World,WLD,1981,37.73488709,184.7306154
3948,Samoa,WSM,1981,27.20848057,21.875
3949,"Yemen, Rep.",YEM,1981,44.4438131,35.0877193
3950,South Africa,ZAF,1981,77.57050178,141.5782258
3951,Zambia,ZMB,1981,26.68316765,21.04799648
3952,Zimbabwe,ZWE,1981,31.92451855,64.33398821
3953,Afghanistan,AFG,1982,58.28814754,0.379266751
3954,Africa Western and Central,AFW,1982,33.45427371,4.361537591
3955,Albania,ALB,1982,40.65693431,174.8726655
3956,Arab World,ARB,1982,28.25257928,69.33550443
3957,United Arab Emirates,ARE,1982,3.196282737,91.11111111
3958,Argentina,ARG,1982,47.05282659,75.44444444
3959,American Samoa,ASM,1982,15.0,110.0
3960,Austria,AUT,1982,38.05643013,2124.169381
3961,Burundi,BDI,1982,80.21806854,1.075268817
3962,Belgium,BEL,1982,46.64838513,1543.53562
3963,Benin,BEN,1982,18.53494147,0.741935484
3964,Burkina Faso,BFA,1982,32.4744152,0.422535211
3965,Bangladesh,BGD,1982,76.65360682,3.514938489
3966,Bulgaria,BGR,1982,55.87996023,156.0607648
3967,Bahrain,BHR,1982,11.5942029,40.0
3968,"Bahamas, The",BHS,1982,1.098901099,127.1428571
3969,Belize,BLZ,1982,4.252520824,183.6956522
3970,Bermuda,BMU,1982,5.555555556,1333.333333
3971,Bolivia,BOL,1982,31.51112342,21.80376611
3972,Brazil,BRA,1982,28.27310861,119.7012515
3973,Barbados,BRB,1982,44.18604651,318.75
3974,Brunei Darussalam,BRN,1982,2.466793169,240.0
3975,Botswana,BWA,1982,45.88781254,60.74074074
3976,Canada,CAN,1982,6.8274369,164.7947423
3977,Switzerland,CHE,1982,41.59330095,2563.641039
3978,Chile,CHL,1982,22.32587165,95.99162011
3979,China,CHN,1982,47.04864998,79.82986823
3980,Cote d'Ivoire,CIV,1982,55.0,20.60301508
3981,Cameroon,CMR,1982,19.06031182,1.184433164
3982,Colombia,COL,1982,40.8499324,82.82126636
3983,Cabo Verde,CPV,1982,16.12903226,3.947368421
3984,Caribbean small states,CSS,1982,6.372730641,391.8435754
3985,Cuba,CUB,1982,56.63873371,218.0622951
3986,Cyprus,CYP,1982,19.6969697,1019.043478
3987,Germany,DEU,1982,52.69097471,1354.090188
3988,Djibouti,DJI,1982,56.12597066,60.0
3989,Denmark,DNK,1982,68.12175555,696.3307985
3990,Dominican Republic,DOM,1982,54.44007452,20.37209302
3991,Algeria,DZA,1982,16.41950843,71.50123529
3992,East Asia & Pacific (excluding high income),EAP,1982,41.80214833,58.5370004
3993,Early-demographic dividend,EAR,1982,36.37312262,52.48689062
3994,East Asia & Pacific,EAS,1982,48.46516764,148.4656721
3995,Ecuador,ECU,1982,25.1408756,46.30154639
3996,"Egypt, Arab Rep.",EGY,1982,2.456416696,183.672038
3997,Euro area,EMU,1982,52.00792839,915.054361
3998,Spain,ESP,1982,62.4494454,366.9604883
3999,European Union,EUU,1982,49.60817411,707.9689833
4000,Finland,FIN,1982,8.167372534,976.4700822
4001,Fiji,FJI,1982,16.96770662,475.0
4002,France,FRA,1982,57.7939463,846.1843522
4003,United Kingdom,GBR,1982,75.56317943,753.3748011
4004,Ghana,GHA,1982,53.61694647,9.466666667
4005,Guinea,GIN,1982,57.67947257,13.36510023
4006,"Gambia, The",GMB,1982,59.88142292,2.178217822
4007,Guinea-Bissau,GNB,1982,49.89331437,0.62962963
4008,Greece,GRC,1982,71.4197052,544.795082
4009,Grenada,GRD,1982,47.05882353,76.66666667
4010,High income,HIC,1982,38.05206576,435.9059787
4011,"Hong Kong SAR, China",HKG,1982,9.090909091,10.0
4012,Honduras,HND,1982,29.21619448,24.11924119
4013,Heavily indebted poor countries (HIPC),HPC,1982,35.253787,6.576678731
4014,Haiti,HTI,1982,58.05515239,2.371794872
4015,Hungary,HUN,1982,73.2228279,110.251046
4016,IBRD only,IBD,1982,38.6944935,81.75243749
4017,IDA & IBRD total,IBT,1982,37.85009969,67.63820571
4018,IDA total,IDA,1982,35.88612714,17.12345504
4019,IDA blend,IDB,1982,37.01524099,25.50583811
4020,Indonesia,IDN,1982,20.94867987,1.883333333
4021,IDA only,IDX,1982,35.63412472,10.98921683
4022,India,IND,1982,60.80035248,28.27432219
4023,Ireland,IRL,1982,83.13253012,1417.769376
4024,"Iran, Islamic Rep.",IRN,1982,36.14221862,65.80227707
4025,Iraq,IRQ,1982,21.60642019,57.05904762
4026,Iceland,ISL,1982,18.95261845,1029.850746
4027,Israel,ISR,1982,24.95378928,824.6153846
4028,Italy,ITA,1982,59.62395022,1204.324381
4029,Jordan,JOR,1982,12.73912058,160.3512327
4030,Japan,JPN,1982,16.4554888,3145.094806
4031,Kenya,KEN,1982,44.94500474,17.5
4032,Cambodia,KHM,1982,15.18241559,6.073891626
4033,St. Kitts and Nevis,KNA,1982,53.84615385,181.25
4034,"Korea, Rep.",KOR,1982,23.25316193,27.20839434
4035,Kuwait,KWT,1982,7.631874299,120.0
4036,Latin America & Caribbean (excluding high income),LAC,1982,33.51136979,94.80761692
4037,Lebanon,LBN,1982,58.45552297,144.2307692
4038,Libya,LBY,1982,8.690907851,147.3087819
4039,St. Lucia,LCA,1982,34.42622951,212.5
4040,Latin America & Caribbean,LCN,1982,33.12129447,97.12622396
4041,Least developed countries: UN classification,LDC,1982,35.71345931,6.371645567
4042,Low income,LIC,1982,37.07140247,24.8995674
4043,Liechtenstein,LIE,1982,56.25,1105.0
4044,Sri Lanka,LKA,1982,36.61298039,163.0805134
4045,Lower middle income,LMC,1982,37.79263384,28.75005762
4046,Low & middle income,LMY,1982,37.96894501,59.27680459
4047,Lesotho,LSO,1982,75.49407115,52.08333333
4048,Morocco,MAR,1982,65.37530809,40.02059997
4049,Madagascar,MDG,1982,62.07655535,6.93385214
4050,Middle East & North Africa,MEA,1982,26.12055338,74.52634326
4051,Mexico,MEX,1982,50.57486046,82.09216072
4052,Middle income,MIC,1982,38.1610385,61.61398969
4053,Mali,MLI,1982,26.2934461,5.464480874
4054,Malta,MLT,1982,40.625,364.1666667
4055,Myanmar,MMR,1982,15.97606879,8.864864865
4056,Middle East & North Africa (excluding high income),MNA,1982,23.61600613,71.99397127
4057,Mongolia,MNG,1982,80.15461263,83.13349321
4058,Mauritania,MRT,1982,38.32735034,12.48
4059,Malaysia,MYS,1982,15.54646173,80.15762121
4060,North America,NAC,1982,27.1791483,233.6992596
4061,New Caledonia,NCL,1982,14.87964989,1585.714286
4062,Niger,NER,1982,23.96779032,0.122817702
4063,Nigeria,NGA,1982,53.14514092,5.449747591
4064,Nicaragua,NIC,1982,31.81818182,20.0
4065,Netherlands,NLD,1982,59.38981043,2278.481013
4066,Norway,NOR,1982,2.579097809,1661.169451
4067,Nepal,NPL,1982,28.71748252,11.30651073
4068,New Zealand,NZL,1982,63.53347765,394.3227326
4069,OECD members,OED,1982,39.50620844,405.0230022
4070,Oman,OMN,1982,3.395799677,46.52173913
4071,Pakistan,PAK,1982,49.95459734,36.81472541
4072,Panama,PAN,1982,25.74656981,119.5555556
4073,Peru,PER,1982,14.6515625,36.22526636
4074,Philippines,PHL,1982,36.01972029,18.76335878
4075,Papua New Guinea,PNG,1982,1.70030473,73.71428571
4076,Poland,POL,1982,61.67684221,490.3334714
4077,Pre-demographic dividend,PRE,1982,36.00322227,9.198639999
4078,Puerto Rico,PRI,1982,52.64937993,511.4925373
4079,"Korea, Dem. People's Rep.",PRK,1982,20.88696952,244.6389497
4080,Portugal,PRT,1982,43.55191257,396.1873187
4081,Paraguay,PRY,1982,34.96853763,49.43820225
4082,West Bank and Gaza,PSE,1982,63.12292359,291.2962963
4083,Post-demographic dividend,PST,1982,38.79651219,432.1007177
4084,French Polynesia,PYF,1982,12.02185792,700.0
4085,Qatar,QAT,1982,4.909560724,113.3333333
4086,Romania,ROU,1982,64.96049318,171.2259372
4087,Rwanda,RWA,1982,71.94973652,1.063291139
4088,South Asia,SAS,1982,57.35359373,27.87540534
4089,Saudi Arabia,SAU,1982,40.50258409,12.06030151
4090,Senegal,SEN,1982,45.90972835,1.475304682
4091,Solomon Islands,SLB,1982,2.215076813,4.615384615
4092,Sierra Leone,SLE,1982,38.01607093,8.260869565
4093,Somalia,SOM,1982,70.15334587,18.10865191
4094,Sub-Saharan Africa (excluding high income),SSA,1982,39.63046629,27.71766896
4095,Sub-Saharan Africa,SSF,1982,39.62989053,27.71766896
4096,Suriname,SUR,1982,0.480769231,247.826087
4097,Sweden,SWE,1982,8.919432666,639.8506449
4098,Eswatini,SWZ,1982,74.76744186,239.0977444
4099,Syrian Arab Republic,SYR,1982,76.79290456,67.19553707
4100,East Asia & Pacific (IDA & IBRD countries),TEA,1982,41.96140517,55.92918874
4101,Togo,TGO,1982,55.80069866,0.435897436
4102,Thailand,THA,1982,38.71479183,12.79144136
4103,Latin America & the Caribbean (IDA & IBRD countries),TLA,1982,33.00340506,93.69713062
4104,Timor-Leste,TLS,1982,19.09885676,9.5
4105,Middle East & North Africa (IDA & IBRD countries),TMN,1982,23.58847269,71.50468306
4106,Tonga,TON,1982,47.22222222,71.875
4107,South Asia (IDA & IBRD),TSA,1982,57.35359373,27.87540534
4108,Sub-Saharan Africa (IDA & IBRD countries),TSS,1982,39.62989053,27.71766896
4109,Trinidad and Tobago,TTO,1982,17.1539961,911.1111111
4110,Tunisia,TUN,1982,56.74562307,84.17721519
4111,Turkey,TUR,1982,48.32322025,202.4104302
4112,Tanzania,TZA,1982,34.99661323,11.625
4113,Uruguay,URY,1982,85.8244772,244.1605839
4114,United States,USA,1982,47.10130845,248.6618912
4115,St. Vincent and the Grenadines,VCT,1982,28.20512821,192.5
4116,British Virgin Islands,VGB,1982,60.0,13.33333333
4117,Virgin Islands (U.S.),VIR,1982,42.85714286,142.0
4118,Vietnam,VNM,1982,21.14965129,41.8537415
4119,World,WLD,1982,37.8791733,187.3520743
4120,Samoa,WSM,1982,27.20848057,25.0
4121,"Yemen, Rep.",YEM,1982,44.4438131,36.91520468
4122,South Africa,ZAF,1982,77.51527092,140.0242817
4123,Zambia,ZMB,1982,26.64550236,22.2322639
4124,Zimbabwe,ZWE,1982,32.14424195,62.82398453
4125,Afghanistan,AFG,1983,58.28814754,0.316055626
4126,Africa Western and Central,AFW,1983,33.58295249,4.450778174
4127,Albania,ALB,1983,40.51094891,176.910017
4128,Arab World,ARB,1983,28.30486041,73.32663208
4129,United Arab Emirates,ARE,1983,3.266685441,72.17391304
4130,Argentina,ARG,1983,47.00715097,74.74074074
4131,American Samoa,ASM,1983,15.0,110.0
4132,Austria,AUT,1983,36.64204408,2265.879083
4133,Burundi,BDI,1983,80.21806854,1.182795699
4134,Belgium,BEL,1983,46.55697745,1545.454545
4135,Benin,BEN,1983,18.6236254,0.769230769
4136,Burkina Faso,BFA,1983,32.65716374,0.415944541
4137,Bangladesh,BGD,1983,76.54605516,3.383210474
4138,Bulgaria,BGR,1983,55.83476453,152.8095488
4139,Bahrain,BHR,1983,11.5942029,40.0
4140,"Bahamas, The",BHS,1983,1.098901099,131.4285714
4141,Belize,BLZ,1983,4.252520824,189.1304348
4142,Bermuda,BMU,1983,5.555555556,1333.333333
4143,Bolivia,BOL,1983,31.54527832,21.94051682
4144,Brazil,BRA,1983,28.50004905,122.0887666
4145,Barbados,BRB,1983,44.18604651,325.0
4146,Brunei Darussalam,BRN,1983,2.466793169,240.0
4147,Botswana,BWA,1983,45.88781254,63.45679012
4148,Canada,CAN,1983,6.818736971,167.4069013
4149,Switzerland,CHE,1983,41.47186804,2572.87706
4150,Chile,CHL,1983,22.25862505,97.39229025
4151,China,CHN,1983,48.15351625,78.47368372
4152,Cote d'Ivoire,CIV,1983,55.29559748,20.55063913
4153,Cameroon,CMR,1983,19.16608491,1.015228426
4154,Colombia,COL,1983,40.86435331,85.12902368
4155,Cabo Verde,CPV,1983,16.12903226,4.210526316
4156,Caribbean small states,CSS,1983,6.341113993,408.2901554
4157,Cuba,CUB,1983,57.53258845,213.7483871
4158,Cyprus,CYP,1983,19.80519481,1058.534483
4159,Germany,DEU,1983,52.50193338,1366.93574
4160,Djibouti,DJI,1983,56.12597066,60.0
4161,Denmark,DNK,1983,67.15431807,678.7504821
4162,Dominican Republic,DOM,1983,54.44007452,20.55813953
4163,Algeria,DZA,1983,16.49298412,76.27275485
4164,East Asia & Pacific (excluding high income),EAP,1983,42.49806388,58.86222145
4165,Early-demographic dividend,EAR,1983,36.40977512,55.73878212
4166,East Asia & Pacific,EAS,1983,48.63364466,148.536593
4167,Ecuador,ECU,1983,25.62852189,47.43589744
4168,"Egypt, Arab Rep.",EGY,1983,2.445868703,199.5814089
4169,Euro area,EMU,1983,51.59138804,935.7206811
4170,Spain,ESP,1983,61.6522836,379.6883017
4171,European Union,EUU,1983,49.30753908,723.7372138
4172,Finland,FIN,1983,8.044912834,1012.373453
4173,Fiji,FJI,1983,17.515052,476.1904762
4174,France,FRA,1983,57.64601893,846.1146641
4175,United Kingdom,GBR,1983,75.29450668,767.4126685
4176,Ghana,GHA,1983,53.61694647,9.428571429
4177,Guinea,GIN,1983,57.62249715,13.29248095
4178,"Gambia, The",GMB,1983,58.00395257,2.349726776
4179,Guinea-Bissau,GNB,1983,50.24893314,0.607142857
4180,Greece,GRC,1983,71.23351435,581.7758621
4181,Grenada,GRD,1983,47.05882353,73.33333333
4182,High income,HIC,1983,37.81696209,442.3039416
4183,"Hong Kong SAR, China",HKG,1983,9.090909091,10.0
4184,Honduras,HND,1983,29.22513183,25.08520791
4185,Heavily indebted poor countries (HIPC),HPC,1983,35.32709883,6.502685019
4186,Haiti,HTI,1983,58.05515239,2.435897436
4187,Hungary,HUN,1983,73.10858923,110.7788845
4188,IDA & IBRD total,IBT,1983,38.07048184,70.25461329
4189,IDA total,IDA,1983,35.85834113,18.7953167
4190,IDA blend,IDB,1983,36.59160693,29.54575479
4191,Indonesia,IDN,1983,20.92107951,1.883333333
4192,IDA only,IDX,1983,35.69468646,11.18927115
4193,India,IND,1983,60.69642371,30.88396873
4194,Ireland,IRL,1983,82.79866454,1494.591937
4195,"Iran, Islamic Rep.",IRN,1983,36.35280827,76.38888889
4196,Iraq,IRQ,1983,21.60642019,67.71809524
4197,Iceland,ISL,1983,18.95261845,1044.776119
4198,Israel,ISR,1983,25.55452865,872.2222222
4199,Italy,ITA,1983,58.68552582,1281.236854
4200,Jordan,JOR,1983,12.89664551,157.1710526
4201,Japan,JPN,1983,16.41452758,3271.31943
4202,Kenya,KEN,1983,44.94500474,22.54736842
4203,Cambodia,KHM,1983,15.23906639,6.044117647
4204,St. Kitts and Nevis,KNA,1983,53.84615385,175.0
4205,"Korea, Rep.",KOR,1983,23.18059299,37.64271654
4206,Kuwait,KWT,1983,7.631874299,115.0
4207,Latin America & Caribbean (excluding high income),LAC,1983,33.80682429,96.01603849
4208,Lebanon,LBN,1983,58.45552297,144.2307692
4209,Libya,LBY,1983,8.755129181,151.5492958
4210,St. Lucia,LCA,1983,34.75409836,229.7297297
4211,Latin America & Caribbean,LCN,1983,33.39109085,98.31532457
4212,Least developed countries: UN classification,LDC,1983,35.77471798,6.342280177
4213,Low income,LIC,1983,37.13403266,26.70282401
4214,Liechtenstein,LIE,1983,56.25,1100.0
4215,Lower middle income,LMC,1983,37.77163327,31.02196115
4216,Low & middle income,LMY,1983,38.19642802,61.3676214
4217,Lesotho,LSO,1983,75.32938076,53.00353357
4218,Morocco,MAR,1983,65.59041004,40.3758149
4219,Madagascar,MDG,1983,62.13674038,6.638461538
4220,Middle East & North Africa,MEA,1983,26.20236179,80.61490177
4221,Mexico,MEX,1983,51.96635716,83.10726757
4222,Middle income,MIC,1983,38.42380357,63.71073726
4223,Mali,MLI,1983,26.2934461,5.961251863
4224,Malta,MLT,1983,40.625,366.6666667
4225,Myanmar,MMR,1983,15.97147841,9.09705607
4226,Middle East & North Africa (excluding high income),MNA,1983,23.69622418,78.51913269
4227,Mongolia,MNG,1983,80.44491362,82.31707317
4228,Mauritania,MRT,1983,38.34675463,11.55555556
4229,Malaysia,MYS,1983,15.84367676,89.94992125
4230,North America,NAC,1983,27.17484476,234.1944004
4231,New Caledonia,NCL,1983,15.31728665,1678.571429
4232,Niger,NER,1983,24.48093471,0.127974405
4233,Nigeria,NGA,1983,53.46355282,5.741216795
4234,Nicaragua,NIC,1983,31.82649161,20.43478261
4235,Netherlands,NLD,1983,59.50829384,2284.644195
4236,Norway,NOR,1983,2.587311496,1707.316785
4237,Nepal,NPL,1983,28.74265734,11.72011154
4238,New Zealand,NZL,1983,63.53727545,332.4023211
4239,OECD members,OED,1983,39.33458613,411.5824146
4240,Oman,OMN,1983,3.408723748,37.77777778
4241,Pakistan,PAK,1983,47.23043794,44.99097938
4242,Panama,PAN,1983,26.10976594,117.5824176
4243,Peru,PER,1983,14.6890625,35.70357036
4244,Philippines,PHL,1983,36.15387195,17.82129278
4245,Papua New Guinea,PNG,1983,1.693680166,68.37988827
4246,Poland,POL,1983,61.63766365,523.2022938
4247,Pre-demographic dividend,PRE,1983,36.10265355,10.06196905
4248,Puerto Rico,PRI,1983,52.53664036,486.25
4249,"Korea, Dem. People's Rep.",PRK,1983,20.88696952,270.0218818
4250,Portugal,PRT,1983,43.58469945,418.6046512
4251,Paraguay,PRY,1983,36.32016109,52.74725275
4252,West Bank and Gaza,PSE,1983,63.4551495,329.0740741
4253,Post-demographic dividend,PST,1983,38.52828228,437.2337362
4254,French Polynesia,PYF,1983,12.02185792,700.0
4255,Qatar,QAT,1983,4.995693368,107.1428571
4256,Romania,ROU,1983,65.03863853,169.3164378
4257,Rwanda,RWA,1983,72.55776246,1.043478261
4258,South Asia,SAS,1983,56.85244652,30.42472246
4259,Saudi Arabia,SAU,1983,40.59655113,12.27272727
4260,Senegal,SEN,1983,45.90453436,1.476251605
4261,Solomon Islands,SLB,1983,2.215076813,4.615384615
4262,Sierra Leone,SLE,1983,38.0853422,8.817204301
4263,Somalia,SOM,1983,70.16131603,18.21821822
4264,Sub-Saharan Africa (excluding high income),SSA,1983,39.70541593,27.51845581
4265,Sub-Saharan Africa,SSF,1983,39.70483854,27.51845581
4266,Suriname,SUR,1983,0.480769231,241.6666667
4267,Sweden,SWE,1983,8.860944583,637.7255703
4268,Eswatini,SWZ,1983,74.88372093,261.6541353
4269,Syrian Arab Republic,SYR,1983,76.12906736,73.23101141
4270,East Asia & Pacific (IDA & IBRD countries),TEA,1983,42.66261727,56.00416823
4271,Togo,TGO,1983,55.80069866,0.446153846
4272,Thailand,THA,1983,38.94771869,14.45671659
4273,Latin America & the Caribbean (IDA & IBRD countries),TLA,1983,33.27022735,95.04950244
4274,Timor-Leste,TLS,1983,19.23335575,9.5
4275,Middle East & North Africa (IDA & IBRD countries),TMN,1983,23.66851511,77.95781341
4276,Tonga,TON,1983,45.83333333,71.875
4277,South Asia (IDA & IBRD),TSA,1983,56.85244652,30.42472246
4278,Sub-Saharan Africa (IDA & IBRD countries),TSS,1983,39.70483854,27.51845581
4279,Trinidad and Tobago,TTO,1983,14.42495127,1085.526316
4280,Tunisia,TUN,1983,57.27986612,82.80254777
4281,Turkey,TUR,1983,47.70863922,216.1892302
4282,Tanzania,TZA,1983,34.99661323,10.875
4283,Uruguay,URY,1983,85.65878185,249.2614476
4284,United States,USA,1983,47.10130845,248.7684073
4285,St. Vincent and the Grenadines,VCT,1983,30.76923077,195.0
4286,British Virgin Islands,VGB,1983,60.0,13.33333333
4287,Virgin Islands (U.S.),VIR,1983,40.0,144.0
4288,Vietnam,VNM,1983,21.20495253,40.55042735
4289,World,WLD,1983,37.95443835,190.379181
4290,Samoa,WSM,1983,27.4204947,24.09638554
4291,"Yemen, Rep.",YEM,1983,44.4438131,38.74269006
4292,South Africa,ZAF,1983,77.51527092,138.1375961
4293,Zambia,ZMB,1983,26.85131627,21.76344086
4294,Zimbabwe,ZWE,1983,32.33811555,60.04952381
4295,Afghanistan,AFG,1984,58.28814754,0.252844501
4296,Africa Western and Central,AFW,1984,34.05742788,4.282805946
4297,Albania,ALB,1984,40.62043796,173.1748727
4298,Arab World,ARB,1984,28.79897852,76.80358965
4299,United Arab Emirates,ARE,1984,3.266685441,70.0
4300,Argentina,ARG,1984,46.96074455,75.44444444
4301,American Samoa,ASM,1984,15.0,110.0
4302,Austria,AUT,1984,36.73044321,2256.470588
4303,Burundi,BDI,1984,80.21806854,1.290322581
4304,Belgium,BEL,1984,46.43510055,1541.994751
4305,Benin,BEN,1984,18.71230933,0.796178344
4306,Burkina Faso,BFA,1984,32.83991228,0.409556314
4307,Bangladesh,BGD,1984,77.28355228,3.211758302
4308,Bulgaria,BGR,1984,55.78956883,148.9361702
4309,Bahrain,BHR,1984,11.5942029,40.0
4310,"Bahamas, The",BHS,1984,1.098901099,135.7142857
4311,Belize,BLZ,1984,4.252520824,194.1304348
4312,Bermuda,BMU,1984,5.555555556,1333.333333
4313,Bolivia,BOL,1984,32.04744761,21.97802198
4314,Brazil,BRA,1984,28.7269895,124.3839019
4315,Barbados,BRB,1984,44.18604651,331.25
4316,Bhutan,BTN,1984,9.50281446,0.689655172
4317,Botswana,BWA,1984,45.88781254,66.91358025
4318,Canada,CAN,1984,6.810037042,169.9936859
4319,Switzerland,CHE,1984,41.34938906,2567.097416
4320,Chile,CHL,1984,22.19137845,98.84892086
4321,China,CHN,1984,49.38507131,75.13055149
4322,Cote d'Ivoire,CIV,1984,56.29245283,18.47023033
4323,Cameroon,CMR,1984,19.27185801,1.015228426
4324,Colombia,COL,1984,40.87967553,87.61526232
4325,Cabo Verde,CPV,1984,16.12903226,4.736842105
4326,Caribbean small states,CSS,1984,6.354205261,409.9145299
4327,Cuba,CUB,1984,57.18808194,212.1017058
4328,Cyprus,CYP,1984,19.6969697,1116.521739
4329,Germany,DEU,1984,52.3701773,1370.963855
