,Country Name,Country Code,year,arableLand,landUnderCerealProduction
7433,Latvia,LVA,1998,0.439415623,466000.0
7434,Morocco,MAR,1998,0.321339607,5904955.0
7435,Moldova,MDA,1998,0.612744472,883292.0
7436,Madagascar,MDG,1998,0.195829626,1391686.0
7437,Maldives,MDV,1998,0.011175474,75.0
7438,Middle East & North Africa,MEA,1998,0.185981097,30314369.0
7439,Mexico,MEX,1998,0.237683493,11035270.0
7440,Middle income,MIC,1998,0.199060704,469270408.0
7441,North Macedonia,MKD,1998,0.292400137,214268.0
7442,Mali,MLI,1998,0.437234884,2115948.0
7443,Malta,MLT,1998,0.020763742,2823.0
7444,Myanmar,MMR,1998,0.209509853,6254093.0
7445,Middle East & North Africa (excluding high income),MNA,1998,0.194490383,29579632.0
7446,Mongolia,MNG,1998,0.571388061,308931.0
7447,Mozambique,MOZ,1998,0.237897755,2011068.0
7448,Mauritania,MRT,1998,0.195495824,211870.0
7449,Mauritius,MUS,1998,0.078419815,50.0
7450,Malawi,MWI,1998,0.246390731,1440111.0
7451,Malaysia,MYS,1998,0.039552971,701404.0
7452,North America,NAC,1998,0.711593157,79879413.0
7453,Namibia,NAM,1998,0.471230946,319711.0
7454,New Caledonia,NCL,1998,0.034099932,557.0
7455,Niger,NER,1998,1.326035586,7644685.0
7456,Nigeria,NGA,1998,0.292297707,18339000.0
7457,Nicaragua,NIC,1998,0.36655085,376287.0
7458,Netherlands,NLD,1998,0.057680521,204926.0
7459,Norway,NOR,1998,0.202641836,339054.0
7460,Nepal,NPL,1998,0.101791687,3259770.0
7461,New Zealand,NZL,1998,0.407601573,138107.0
7462,OECD members,OED,1998,0.341512498,181303958.0
7463,Oman,OMN,1998,0.013766404,6204.0
7464,Other small states,OSS,1998,0.209401215,1436112.0
7465,Pakistan,PAK,1998,0.230786516,12718800.0
7466,Panama,PAN,1998,0.17855193,143460.0
7467,Peru,PER,1998,0.160378392,1034407.0
7468,Philippines,PHL,1998,0.068767401,5526969.0
7469,Papua New Guinea,PNG,1998,0.035651793,2523.0
7470,Poland,POL,1998,0.363573057,8843718.0
7471,Pre-demographic dividend,PRE,1998,0.282550781,61765009.0
7472,Puerto Rico,PRI,1998,0.013620371,545.0
7473,"Korea, Dem. People's Rep.",PRK,1998,0.102055513,1425050.0
7474,Portugal,PRT,1998,0.177014302,506538.0
7475,Paraguay,PRY,1998,0.557965794,591222.0
7476,West Bank and Gaza,PSE,1998,0.030253176,33760.0
7477,Pacific island small states,PSS,1998,0.126921145,10363.0
7478,Post-demographic dividend,PST,1998,0.377484936,161795682.0
7479,Qatar,QAT,1998,0.023569256,1710.0
7480,Romania,ROU,1998,0.414309214,5847386.0
7481,Russian Federation,RUS,1998,0.854143227,36076300.0
7482,Rwanda,RWA,1998,0.117768714,199695.0
7483,South Asia,SAS,1998,0.158401786,131606532.0
7484,Saudi Arabia,SAU,1998,0.183841918,621825.0
7485,Senegal,SEN,1998,0.287234066,1093579.0
7486,Solomon Islands,SLB,1998,0.033273441,330.0
7487,Sierra Leone,SLE,1998,0.110464856,335570.0
7488,El Salvador,SLV,1998,0.103488172,415065.0
7489,Somalia,SOM,1998,0.126653539,479290.0
7490,Sub-Saharan Africa (excluding high income),SSA,1998,0.266132726,70820338.0
7491,Sub-Saharan Africa,SSF,1998,0.266099405,70820338.0
7492,Small states,SST,1998,0.184992609,1657371.0
7493,Sao Tome and Principe,STP,1998,0.036269994,700.0
7494,Suriname,SUR,1998,0.123956698,50185.0
7495,Slovak Republic,SVK,1998,0.286985513,859622.0
7496,Slovenia,SVN,1998,0.086797276,96430.0
7497,Sweden,SWE,1998,0.314202708,1282813.0
7498,Eswatini,SWZ,1998,0.181647111,62801.0
7499,Syrian Arab Republic,SYR,1998,0.301866947,3326405.0
7500,Chad,TCD,1998,0.463317303,1885248.0
7501,East Asia & Pacific (IDA & IBRD countries),TEA,1998,0.103634489,142639692.0
7502,Europe & Central Asia (IDA & IBRD countries),TEC,1998,0.624402941,99418838.0
7503,Togo,TGO,1998,0.520242956,747243.0
7504,Thailand,THA,1998,0.258698926,11025860.0
7505,Tajikistan,TJK,1998,0.130072776,397173.0
7506,Turkmenistan,TKM,1998,0.394246985,595000.0
7507,Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,0.251433521,46387547.0
7508,Timor-Leste,TLS,1998,0.144254682,45720.0
7509,Middle East & North Africa (IDA & IBRD countries),TMN,1998,0.196200459,29545872.0
7510,South Asia (IDA & IBRD),TSA,1998,0.158401786,131606532.0
7511,Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,0.266099405,70820338.0
7512,Trinidad and Tobago,TTO,1998,0.027740372,4700.0
7513,Tunisia,TUN,1998,0.302738357,1309688.0
7514,Turkey,TUR,1998,0.39848579,13895547.0
7515,Tanzania,TZA,1998,0.273303629,3726193.0
7516,Uganda,UGA,1998,0.227896844,1366000.0
7517,Ukraine,UKR,1998,0.65526628,12183048.0
7518,Upper middle income,UMC,1998,0.225999892,229848151.0
7519,Uruguay,URY,1998,0.409291494,570871.0
7520,United States,USA,1998,0.640853495,61556513.0
7521,Uzbekistan,UZB,1998,0.186187685,1666478.0
7522,St. Vincent and the Grenadines,VCT,1998,0.020406838,600.0
7523,"Venezuela, RB",VEN,1998,0.111342188,689950.0
7524,Vietnam,VNM,1998,0.073775171,8003178.0
7525,Vanuatu,VUT,1998,0.112367757,1390.0
7526,World,WLD,1998,0.22719333,669215311.0
7527,"Yemen, Rep.",YEM,1998,0.095074219,770242.0
7528,South Africa,ZAF,1998,0.313628469,4690000.0
7529,Zambia,ZMB,1998,0.273147226,658526.0
7530,Zimbabwe,ZWE,1998,0.289433654,1532601.0
7531,Africa Eastern and Southern,AFE,1999,0.206624549,29958731.0
7532,Afghanistan,AFG,1999,0.379408956,2532871.0
7533,Africa Western and Central,AFW,1999,0.341495488,40761372.0
7534,Angola,AGO,1999,0.189073195,872348.0
7535,Albania,ALB,1999,0.185603475,177800.0
7536,Arab World,ARB,1999,0.162999722,19544247.0
7537,United Arab Emirates,ARE,1999,0.014497498,236.0
7538,Argentina,ARG,1999,0.754979445,9702535.0
7539,Armenia,ARM,1999,0.14567727,164489.0
7540,Antigua and Barbuda,ATG,1999,0.053566168,30.0
7541,Australia,AUS,1999,1.214942407,16754700.0
7542,Austria,AUT,1999,0.175418314,811405.0
7543,Azerbaijan,AZE,1999,0.22860543,512170.0
7544,Burundi,BDI,1999,0.153180115,202000.0
7545,Belgium,BEL,1999,0.085367126,300668.0
7546,Benin,BEN,1999,0.345132773,838189.0
7547,Burkina Faso,BFA,1999,0.345662065,2957438.0
7548,Bangladesh,BGD,1999,0.06738576,11680974.0
7549,Bulgaria,BGR,1999,0.435776867,1771884.0
7550,"Bahamas, The",BHS,1999,0.020403791,175.0
7551,Bosnia and Herzegovina,BIH,1999,0.253783172,364394.0
7552,Belarus,BLR,1999,0.616551465,2282620.0
7553,Belize,BLZ,1999,0.267805958,22207.0
7554,Bolivia,BOL,1999,0.371802769,832306.0
7555,Brazil,BRA,1999,0.260395458,17435114.0
7556,Barbados,BRB,1999,0.055462092,150.0
7557,Brunei Darussalam,BRN,1999,0.006130945,380.0
7558,Bhutan,BTN,1999,0.264758101,100386.0
7559,Botswana,BWA,1999,0.149044254,91141.0
7560,Central African Republic,CAF,1999,0.542436676,159907.0
7561,Canada,CAN,1999,1.348396907,17524800.0
7562,Central Europe and the Baltics,CEB,1999,0.390882342,23043043.0
7563,Switzerland,CHE,1999,0.057474876,182256.0
7564,Chile,CHL,1999,0.118711576,533827.0
7565,China,CHN,1999,0.095526787,92012030.0
7566,Cote d'Ivoire,CIV,1999,0.174644457,768277.0
7567,Cameroon,CMR,1999,0.39437296,626054.0
7568,"Congo, Dem. Rep.",COD,1999,0.145907147,2023140.0
7569,"Congo, Rep.",COG,1999,0.162912976,12951.0
7570,Colombia,COL,1999,0.065026528,1084178.0
7571,Comoros,COM,1999,0.1229075,16198.0
7572,Cabo Verde,CPV,1999,0.104648287,31358.0
7573,Costa Rica,CRI,1999,0.056621819,79540.0
7574,Caribbean small states,CSS,1999,0.126782862,225034.0
7575,Cuba,CUB,1999,0.325674921,289690.0
7576,Cyprus,CYP,1999,0.109173489,58940.0
7577,Czech Republic,CZE,1999,0.316612634,1596798.0
7578,Germany,DEU,1999,0.143994702,6634681.0
7579,Djibouti,DJI,1999,0.001428627,6.0
7580,Dominica,DMA,1999,0.057283611,128.0
7581,Denmark,DNK,1999,0.431057242,1496784.0
7582,Dominican Republic,DOM,1999,0.1018783,151804.0
7583,Algeria,DZA,1999,0.25055998,1888946.0
7584,East Asia & Pacific (excluding high income),EAP,1999,0.103146358,146105866.0
7585,Early-demographic dividend,EAR,1999,0.17277532,237353167.0
7586,East Asia & Pacific,EAS,1999,0.106951071,166616976.0
7587,Europe & Central Asia (excluding high income),ECA,1999,0.651306034,89225168.0
7588,Europe & Central Asia,ECS,1999,0.416346128,142391305.0
7589,Ecuador,ECU,1999,0.129399284,869797.0
7590,"Egypt, Arab Rep.",EGY,1999,0.044345313,2707099.0
7591,Euro area,EMU,1999,0.217992825,33520261.0
7592,Eritrea,ERI,1999,0.222578586,427060.0
7593,Spain,ESP,1999,0.333350872,6657872.0
7594,Estonia,EST,1999,0.61787715,321000.0
7595,Ethiopia,ETH,1999,0.155417042,7463030.0
7596,European Union,EUU,1999,0.258830951,56632085.0
7597,Fragile and conflict affected situations,FCS,1999,0.253157468,66451657.0
7598,Finland,FIN,1999,0.421471485,1134000.0
7599,Fiji,FJI,1999,0.210839115,6673.0
7600,France,FRA,1999,0.303373532,8851319.0
7601,"Micronesia, Fed. Sts.",FSM,1999,0.023197766,129.0
7602,Gabon,GAB,1999,0.271046105,17360.0
7603,United Kingdom,GBR,1999,0.1008308,3141102.0
7604,Georgia,GEO,1999,0.190032118,365395.0
7605,Ghana,GHA,1999,0.204652588,1299931.0
7606,Guinea,GIN,1999,0.273130931,1123737.0
7607,"Gambia, The",GMB,1999,0.187923121,117050.0
7608,Guinea-Bissau,GNB,1999,0.23786607,140023.0
7609,Greece,GRC,1999,0.256650949,1248013.0
7610,Grenada,GRD,1999,0.00976286,275.0
7611,Guatemala,GTM,1999,0.122888375,651413.0
7612,Guam,GUM,1999,0.012990809,13.0
7613,Guyana,GUY,1999,0.640276599,149153.0
7614,High income,HIC,1999,0.337755598,151536894.0
7615,"Hong Kong SAR, China",HKG,1999,0.00075683,0.0
7616,Honduras,HND,1999,0.229477548,480425.0
7617,Heavily indebted poor countries (HIPC),HPC,1999,0.266406993,47446452.0
7618,Croatia,HRV,1999,0.236670813,627230.0
7619,Haiti,HTI,1999,0.10818517,490000.0
7620,Hungary,HUN,1999,0.470328292,2420630.0
7621,IBRD only,IBD,1999,0.195980781,405784826.0
7622,IDA & IBRD total,IBT,1999,0.201309278,518590729.0
7623,IDA total,IDA,1999,0.2218937,112805903.0
7624,IDA blend,IDB,1999,0.245323483,36873667.0
7625,Indonesia,IDN,1999,0.09443225,15419561.0
7626,IDA only,IDX,1999,0.209534642,75932236.0
7627,India,IND,1999,0.1550732,102091700.0
7628,Ireland,IRL,1999,0.286567597,290017.0
7629,"Iran, Islamic Rep.",IRN,1999,0.252110793,6926601.0
7630,Iraq,IRQ,1999,0.199543366,2719504.0
7631,Israel,ISR,1999,0.054367347,73742.0
7632,Italy,ITA,1999,0.150132694,4173966.0
7633,Jamaica,JAM,1999,0.054317336,1773.0
7634,Jordan,JOR,1999,0.037760193,8880.0
7635,Japan,JPN,1999,0.035560013,2047487.0
7636,Kazakhstan,KAZ,1999,2.14734036,10928040.0
7637,Kenya,KEN,1999,0.163865039,1962713.0
7638,Kyrgyz Republic,KGZ,1999,0.282621271,651327.0
7639,Cambodia,KHM,1999,0.311278442,2139181.0
7640,"Korea, Rep.",KOR,1999,0.036446184,1171311.0
7641,Kuwait,KWT,1999,0.003586723,1419.0
7642,Latin America & Caribbean (excluding high income),LAC,1999,0.262218357,44960707.0
7643,Lao PDR,LAO,1999,0.167515418,758307.0
7644,Lebanon,LBN,1999,0.034420542,53500.0
7645,Liberia,LBR,1999,0.148164172,153700.0
7646,Libya,LBY,1999,0.344015765,326200.0
7647,Latin America & Caribbean,LCN,1999,0.249033213,46733263.0
7648,Least developed countries: UN classification,LDC,1999,0.206140488,69709722.0
7649,Low income,LIC,1999,0.24705772,41938784.0
7650,Sri Lanka,LKA,1999,0.048490907,906530.0
7651,Lower middle income,LMC,1999,0.172689589,238105235.0
7652,Low & middle income,LMY,1999,0.200322458,509150045.0
7653,Lesotho,LSO,1999,0.160912438,184312.0
7654,Late-demographic dividend,LTE,1999,0.199402352,208323589.0
7655,Lithuania,LTU,1999,0.837911628,1018372.0
7656,Latvia,LVA,1999,0.412887443,415600.0
7657,Morocco,MAR,1999,0.309887324,5169296.0
7658,Moldova,MDA,1999,0.618485972,876300.0
7659,Madagascar,MDG,1999,0.189759231,1404437.0
7660,Maldives,MDV,1999,0.010968039,71.0
7661,Middle East & North Africa,MEA,1999,0.180308272,25793494.0
7662,Mexico,MEX,1999,0.235093005,10130919.0
7663,Middle income,MIC,1999,0.196794749,467211261.0
7664,North Macedonia,MKD,1999,0.29150154,216907.0
7665,Mali,MLI,1999,0.4246948,2464640.0
7666,Malta,MLT,1999,0.020641006,2788.0
7667,Myanmar,MMR,1999,0.209826211,7063568.0
7668,Middle East & North Africa (excluding high income),MNA,1999,0.18867504,25020694.0
7669,Mongolia,MNG,1999,0.500793695,281602.0
7670,Mozambique,MOZ,1999,0.229062844,1840503.0
7671,Mauritania,MRT,1999,0.190507124,224415.0
7672,Mauritius,MUS,1999,0.075727473,41.0
7673,Malawi,MWI,1999,0.248748771,1510012.0
7674,Malaysia,MYS,1999,0.038704764,719389.0
7675,North America,NAC,1999,0.699061721,75986770.0
7676,Namibia,NAM,1999,0.462621488,344753.0
7677,New Caledonia,NCL,1999,0.033458564,587.0
7678,Niger,NER,1999,1.279423586,7480924.0
7679,Nigeria,NGA,1999,0.293476303,18079200.0
7680,Nicaragua,NIC,1999,0.370664156,349902.0
7681,Netherlands,NLD,1999,0.057803878,183084.0
7682,Norway,NOR,1999,0.197673061,329400.0
7683,Nepal,NPL,1999,0.099974602,3289875.0
7684,New Zealand,NZL,1999,0.405465307,141472.0
7685,OECD members,OED,1999,0.338409406,174235954.0
7686,Oman,OMN,1999,0.01374785,6372.0
7687,Other small states,OSS,1999,0.207237495,1571802.0
7688,Pakistan,PAK,1999,0.224419002,12515100.0
7689,Panama,PAN,1999,0.178379286,130130.0
7690,Peru,PER,1999,0.162012125,1091819.0
7691,Philippines,PHL,1999,0.066622185,6642553.0
7692,Papua New Guinea,PNG,1999,0.035513314,2650.0
7693,Poland,POL,1999,0.363991241,8701304.0
7694,Pre-demographic dividend,PRE,1999,0.27932109,59864604.0
7695,Puerto Rico,PRI,1999,0.014368115,406.0
7696,"Korea, Dem. People's Rep.",PRK,1999,0.101181314,1348472.0
7697,Portugal,PRT,1999,0.16784389,592345.0
7698,Paraguay,PRY,1999,0.565529971,588161.0
7699,West Bank and Gaza,PSE,1999,0.034755976,21513.0
7700,Pacific island small states,PSS,1999,0.125562257,8932.0
7701,Post-demographic dividend,PST,1999,0.375204076,155422062.0
7702,Qatar,QAT,1999,0.022787588,1870.0
7703,Romania,ROU,1999,0.4152716,5344034.0
7704,Russian Federation,RUS,1999,0.84892973,37069300.0
7705,Rwanda,RWA,1999,0.11544761,217025.0
7706,South Asia,SAS,1999,0.154999903,133117507.0
7707,Saudi Arabia,SAU,1999,0.177968976,686373.0
7708,Senegal,SEN,1999,0.356056094,1442567.0
7709,Solomon Islands,SLB,1999,0.034861252,720.0
7710,Sierra Leone,SLE,1999,0.108462446,250092.0
7711,El Salvador,SLV,1999,0.107958584,380695.0
7712,Somalia,SOM,1999,0.121937033,513271.0
7713,Sub-Saharan Africa (excluding high income),SSA,1999,0.263658837,70720103.0
7714,Sub-Saharan Africa,SSF,1999,0.263626021,70720103.0
7715,Small states,SST,1999,0.18332572,1805768.0
7716,Sao Tome and Principe,STP,1999,0.042868166,708.0
7717,Suriname,SUR,1999,0.122480554,48493.0
7718,Slovak Republic,SVK,1999,0.28521021,733641.0
7719,Slovenia,SVN,1999,0.086231024,92550.0
7720,Sweden,SWE,1999,0.30978088,1153160.0
7721,Eswatini,SWZ,1999,0.179055532,76550.0
7722,Syrian Arab Republic,SYR,1999,0.293555785,3078578.0
7723,Chad,TCD,1999,0.44700884,1857717.0
7724,East Asia & Pacific (IDA & IBRD countries),TEA,1999,0.103172496,144757394.0
7725,Europe & Central Asia (IDA & IBRD countries),TEC,1999,0.620750015,98553702.0
7726,Togo,TGO,1999,0.525054623,715842.0
7727,Thailand,THA,1999,0.254692849,11295454.0
7728,Tajikistan,TJK,1999,0.128111609,383936.0
7729,Turkmenistan,TKM,1999,0.409750449,690000.0
7730,Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,0.249484714,46442842.0
7731,Timor-Leste,TLS,1999,0.13743532,66867.0
7732,Middle East & North Africa (IDA & IBRD countries),TMN,1999,0.190289867,24999181.0
7733,South Asia (IDA & IBRD),TSA,1999,0.154999903,133117507.0
7734,Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,0.263626021,70720103.0
7735,Trinidad and Tobago,TTO,1999,0.027691473,2400.0
7736,Tunisia,TUN,1999,0.30259257,1496256.0
7737,Turkey,TUR,1999,0.389789966,13752041.0
7738,Tanzania,TZA,1999,0.266199624,2270084.0
7739,Uganda,UGA,1999,0.222198928,1333000.0
7740,Ukraine,UKR,1999,0.657688127,11963131.0
7741,Upper middle income,UMC,1999,0.22367641,229106026.0
7742,Uruguay,URY,1999,0.411426222,563089.0
7743,United States,USA,1999,0.628469037,58461970.0
7744,Uzbekistan,UZB,1999,0.184232662,1711400.0
7745,St. Vincent and the Grenadines,VCT,1999,0.019394412,250.0
7746,"Venezuela, RB",VEN,1999,0.109225696,672479.0
7747,Vietnam,VNM,1999,0.075914897,8347300.0
7748,Vanuatu,VUT,1999,0.110339349,1410.0
7749,World,WLD,1999,0.224440618,661359418.0
7750,"Yemen, Rep.",YEM,1999,0.091424008,624315.0
7751,South Africa,ZAF,1999,0.310339415,4590484.0
7752,Zambia,ZMB,1999,0.285487079,757873.0
7753,Zimbabwe,ZWE,1999,0.300269261,1858048.0
7754,Africa Eastern and Southern,AFE,2000,0.201755914,30470096.0
7755,Afghanistan,AFG,2000,0.369731275,2406000.0
7756,Africa Western and Central,AFW,2000,0.331871906,40154402.0
7757,Angola,AGO,2000,0.182977293,920726.0
7758,Albania,ALB,2000,0.187113936,178200.0
7759,Arab World,ARB,2000,0.156122386,18417387.0
7760,United Arab Emirates,ARE,2000,0.019144454,231.0
7761,Argentina,ARG,2000,0.749644787,10968267.0
7762,Armenia,ARM,2000,0.146599049,156883.0
7763,Antigua and Barbuda,ATG,2000,0.052626732,30.0
7764,Australia,AUS,2000,1.225552133,17554290.0
7765,Austria,AUT,2000,0.174622539,831695.0
7766,Azerbaijan,AZE,2000,0.226822056,640713.0
7767,Burundi,BDI,2000,0.150496851,207403.0
7768,Belgium,BEL,2000,0.084087306,313300.0
7769,Benin,BEN,2000,0.346638322,901324.0
7770,Burkina Faso,BFA,2000,0.318747038,2661349.0
7771,Bangladesh,BGD,2000,0.065409211,11672247.0
7772,Bulgaria,BGR,2000,0.431569862,1783922.0
7773,"Bahamas, The",BHS,2000,0.023486386,126.0
7774,Bosnia and Herzegovina,BIH,2000,0.266583066,364765.0
7775,Belarus,BLR,2000,0.614553074,2348652.0
7776,Belize,BLZ,2000,0.258784521,19797.0
7777,Bolivia,BOL,2000,0.37347341,757852.0
7778,Brazil,BRA,2000,0.260014371,17601718.0
7779,Barbados,BRB,2000,0.05524638,115.0
7780,Brunei Darussalam,BRN,2000,0.006003014,460.0
7781,Bhutan,BTN,2000,0.179352773,74170.0
7782,Botswana,BWA,2000,0.212981788,161032.0
7783,Central African Republic,CAF,2000,0.530158462,166718.0
7784,Canada,CAN,2000,1.33518088,18209500.0
7785,Central Europe and the Baltics,CEB,2000,0.387089371,23663559.0
7786,Switzerland,CHE,2000,0.056902251,182671.0
7787,Chile,CHL,2000,0.114063361,593690.0
7788,China,CHN,2000,0.094774066,85639553.0
7789,Cote d'Ivoire,CIV,2000,0.170164561,764363.0
7790,Cameroon,CMR,2000,0.384170524,723025.0
7791,"Congo, Dem. Rep.",COD,2000,0.142232925,1998412.0
7792,"Congo, Rep.",COG,2000,0.156678668,12956.0
7793,Colombia,COL,2000,0.071107809,1122072.0
7794,Comoros,COM,2000,0.119847038,14354.0
7795,Cabo Verde,CPV,2000,0.102761001,30626.0
7796,Costa Rica,CRI,2000,0.052998598,78573.0
7797,Caribbean small states,CSS,2000,0.121133292,186407.0
7798,Cuba,CUB,2000,0.31492601,326773.0
7799,Cyprus,CYP,2000,0.104315967,51480.0
7800,Czech Republic,CZE,2000,0.31623404,1655815.0
7801,Germany,DEU,2000,0.143580872,7015690.0
7802,Djibouti,DJI,2000,0.001393579,6.0
7803,Dominica,DMA,2000,0.071787509,129.0
7804,Denmark,DNK,2000,0.427184277,1514258.0
7805,Dominican Republic,DOM,2000,0.106004769,146693.0
7806,Algeria,DZA,2000,0.246824987,1058184.0
7807,East Asia & Pacific (excluding high income),EAP,2000,0.10266843,139204707.0
7808,Early-demographic dividend,EAR,2000,0.169357229,238363098.0
7809,East Asia & Pacific,EAS,2000,0.106633348,160482567.0
7810,Europe & Central Asia (excluding high income),ECA,2000,0.643215414,94912214.0
7811,Europe & Central Asia,ECS,2000,0.411162336,149775031.0
7812,Ecuador,ECU,2000,0.127433509,817509.0
7813,"Egypt, Arab Rep.",EGY,2000,0.040693542,2761724.0
7814,Euro area,EMU,2000,0.216379818,34466051.0
7815,Eritrea,ERI,2000,0.24428408,330175.0
7816,Spain,ESP,2000,0.330310711,6821909.0
7817,Estonia,EST,2000,0.603442413,329423.0
7818,Ethiopia,ETH,2000,0.151000813,7184230.0
7819,European Union,EUU,2000,0.256437993,58221835.0
7820,Fragile and conflict affected situations,FCS,2000,0.246110875,65540102.0
7821,Finland,FIN,2000,0.422722498,1172700.0
7822,Fiji,FJI,2000,0.209614913,5828.0
7823,France,FRA,2000,0.30132403,9089764.0
7824,"Micronesia, Fed. Sts.",FSM,2000,0.023276384,131.0
7825,Gabon,GAB,2000,0.264580632,16500.0
7826,United Kingdom,GBR,2000,0.09977499,3348084.0
7827,Georgia,GEO,2000,0.194499514,305159.0
7828,Ghana,GHA,2000,0.20488774,1306632.0
7829,Guinea,GIN,2000,0.26077771,1206934.0
7830,"Gambia, The",GMB,2000,0.212490172,135900.0
7831,Guinea-Bissau,GNB,2000,0.24972842,162150.0
7832,Greece,GRC,2000,0.253659884,1273407.0
7833,Grenada,GRD,2000,0.009724127,304.0
7834,Guatemala,GTM,2000,0.120364863,653417.0
7835,Guam,GUM,2000,0.012876393,14.0
7836,Guyana,GUY,2000,0.60263714,119122.0
7837,High income,HIC,2000,0.335123374,154652856.0
7838,"Hong Kong SAR, China",HKG,2000,0.000750188,0.0
7839,Honduras,HND,2000,0.162445566,443377.0
7840,Heavily indebted poor countries (HIPC),HPC,2000,0.258421479,46482065.0
7841,Croatia,HRV,2000,0.188438472,561516.0
7842,Haiti,HTI,2000,0.106335191,462000.0
7843,Hungary,HUN,2000,0.450691712,2762701.0
7844,IBRD only,IBD,2000,0.192857315,406642100.0
7845,IDA & IBRD total,IBT,2000,0.197652413,518314853.0
7846,IDA total,IDA,2000,0.215946019,111672753.0
7847,IDA blend,IDB,2000,0.238801647,36858937.0
7848,Indonesia,IDN,2000,0.09692038,15293000.0
7849,IDA only,IDX,2000,0.203890003,74813816.0
7850,India,IND,2000,0.152312819,102402400.0
7851,Ireland,IRL,2000,0.283035677,279318.0
7852,"Iran, Islamic Rep.",IRN,2000,0.227418888,7017438.0
7853,Iraq,IRQ,2000,0.174485987,2490350.0
7854,Israel,ISR,2000,0.053744633,74846.0
7855,Italy,ITA,2000,0.148905622,4137209.0
7856,Jamaica,JAM,2000,0.052736695,1553.0
7857,Jordan,JOR,2000,0.0370913,33058.0
7858,Japan,JPN,2000,0.03527195,2045200.0
7859,Kazakhstan,KAZ,2000,2.026340893,12243028.0
7860,Kenya,KEN,2000,0.153013226,1884669.0
7861,Kyrgyz Republic,KGZ,2000,0.276825086,580709.0
7862,Cambodia,KHM,2000,0.304395446,1960563.0
7863,"Korea, Rep.",KOR,2000,0.036546884,1165478.0
7864,Kuwait,KWT,2000,0.004889681,1425.0
7865,Latin America & Caribbean (excluding high income),LAC,2000,0.260301948,46342512.0
7866,Lao PDR,LAO,2000,0.172812109,768370.0
7867,Lebanon,LBN,2000,0.0335695,50850.0
7868,Liberia,LBR,2000,0.140427398,143500.0
7869,Libya,LBY,2000,0.338752566,347794.0
7870,Latin America & Caribbean,LCN,2000,0.247093124,48322867.0
7871,Least developed countries: UN classification,LDC,2000,0.201133168,68653932.0
7872,Low income,LIC,2000,0.240021836,40820759.0
7873,Sri Lanka,LKA,2000,0.048728256,867548.0
7874,Lower middle income,LMC,2000,0.16910477,237449516.0
7875,Low & middle income,LMY,2000,0.196686492,508556210.0
7876,Lesotho,LSO,2000,0.162337263,208295.0
7877,Late-demographic dividend,LTE,2000,0.196938368,207479219.0
7878,Lithuania,LTU,2000,0.82239474,985259.0
7879,Luxembourg,LUX,2000,0.142104057,28680.0
7880,Latvia,LVA,2000,0.409706236,420021.0
7881,Morocco,MAR,2000,0.304476623,5443172.0
7882,Moldova,MDA,2000,0.624875375,937200.0
7883,Madagascar,MDG,2000,0.183930721,1406830.0
7884,Maldives,MDV,2000,0.010737448,67.0
7885,Middle East & North Africa,MEA,2000,0.169652574,24754994.0
7886,Mexico,MEX,2000,0.231597936,10139789.0
7887,Middle income,MIC,2000,0.193368462,467735451.0
7888,North Macedonia,MKD,2000,0.27389148,219884.0
7889,Mali,MLI,2000,0.408168933,2295214.0
7890,Malta,MLT,2000,0.020508246,2923.0
7891,Myanmar,MMR,2000,0.212094693,7134336.0
7892,Middle East & North Africa (excluding high income),MNA,2000,0.177034046,24051007.0
7893,Mongolia,MNG,2000,0.4896937,186090.0
7894,Mozambique,MOZ,2000,0.220190634,1828681.0
7895,Mauritania,MRT,2000,0.185536022,207873.0
7896,Mauritius,MUS,2000,0.075829512,70.0
7897,Malawi,MWI,2000,0.246664402,1570308.0
7898,Malaysia,MYS,2000,0.037453245,725700.0
7899,North America,NAC,2000,0.691379048,76735604.0
7900,Namibia,NAM,2000,0.454701733,309224.0
7901,New Caledonia,NCL,2000,0.032828401,1275.0
7902,Niger,NER,2000,1.233281099,7354042.0
7903,Nigeria,NGA,2000,0.28621931,18242000.0
7904,Nicaragua,NIC,2000,0.378157974,464224.0
7905,Netherlands,NLD,2000,0.057141016,219100.0
7906,Norway,NOR,2000,0.195726221,332093.0
7907,Nepal,NPL,2000,0.098324642,3330740.0
7908,New Zealand,NZL,2000,0.388832724,135440.0
7909,OECD members,OED,2000,0.335503292,177494877.0
7910,Oman,OMN,2000,0.013668593,6434.0
7911,Other small states,OSS,2000,0.208811188,1641183.0
7912,Pakistan,PAK,2000,0.218063922,12668100.0
7913,Panama,PAN,2000,0.180838212,151679.0
7914,Peru,PER,2000,0.166667019,1152375.0
7915,Philippines,PHL,2000,0.064545283,6548909.0
7916,Papua New Guinea,PNG,2000,0.035057177,2808.0
7917,Poland,POL,2000,0.365747555,8813629.0
7918,Pre-demographic dividend,PRE,2000,0.270212481,59070816.0
7919,Puerto Rico,PRI,2000,0.015666804,267.0
7920,"Korea, Dem. People's Rep.",PRK,2000,0.10030931,1238522.0
7921,Portugal,PRT,2000,0.170095952,577921.0
7922,Paraguay,PRY,2000,0.56732771,511879.0
