,Country Name,Country Code,year,population,GDP,agriculturalGDP
4856,United Arab Emirates,ARE,1999,2966029.0,84445473111.0,2.333245197
4857,Argentina,ARG,1999,36467218.0,283523000000.0,4.457826102
4858,Antigua and Barbuda,ATG,1999,74674.0,766200000.0,1.667681777
4859,Australia,AUS,1999,18926000.0,389099000000.0,3.052225393
4860,Austria,AUT,1999,7992324.0,217259000000.0,1.722217322
4861,Azerbaijan,AZE,1999,7982750.0,4581432039.0,18.3995126
4862,Burundi,BDI,1999,6267132.0,808077223.4,47.63530413
4863,Belgium,BEL,1999,10226419.0,258246000000.0,1.076235331
4864,Benin,BEN,1999,6664102.0,3677394292.0,24.53433491
4865,Burkina Faso,BFA,1999,11282696.0,3389566983.0,27.25228666
4866,Bangladesh,BGD,1999,125189655.0,51270569884.0,22.65841112
4867,Bulgaria,BGR,1999,8210624.0,13627323285.0,12.95862641
4868,"Bahamas, The",BHS,1999,294063.0,7683870000.0,1.26759042
4869,Bosnia and Herzegovina,BIH,1999,3743353.0,4685733115.0,13.26299203
4870,Belarus,BLR,1999,10026738.0,12138486532.0,12.70055756
4871,Belize,BLZ,1999,238979.0,732732350.0,15.06477775
4872,Bermuda,BMU,1999,61285.0,3324433000.0,0.699999068
4873,Bolivia,BOL,1999,8257066.0,8285075872.0,13.25799236
4874,Brazil,BRA,1999,172318674.0,599642000000.0,4.645981538
4875,Barbados,BRB,1999,270455.0,2951822205.0,2.33451238
4876,Brunei Darussalam,BRN,1999,326214.0,4600000000.0,1.234980121
4877,Bhutan,BTN,1999,577886.0,399268801.7,24.13997485
4878,Botswana,BWA,1999,1610260.0,5484257417.0,2.990765494
4879,Canada,CAN,1999,30401286.0,678412000000.0,2.196212585
4880,Central Europe and the Baltics,CEB,1999,109060951.0,434972000000.0,4.64156153
4881,Switzerland,CHE,1999,7143991.0,298520000000.0,1.089984083
4882,Chile,CHL,1999,15162801.0,75173794497.0,5.636934159
4883,China,CHN,1999,1252735000.0,1094000000000.0,16.06478847
4884,Cote d'Ivoire,CIV,1999,16032573.0,18870992456.0,15.2177671
4885,Cameroon,CMR,1999,15112598.0,11565827386.0,18.97879034
4886,"Congo, Dem. Rep.",COD,1999,45919615.0,4711259427.0,52.36616493
4887,"Congo, Rep.",COG,1999,3038432.0,2353909564.0,8.355757952
4888,Colombia,COL,1999,38999468.0,86186158685.0,13.00077152
4889,Comoros,COM,1999,528853.0,382454989.9,29.37635894
4890,Cabo Verde,CPV,1999,420456.0,592416703.1,13.64336994
4891,Costa Rica,CRI,1999,3885428.0,14254866281.0,11.10969297
4892,Caribbean small states,CSS,1999,6468461.0,31944649113.0,4.449917895
4893,Cuba,CUB,1999,11084673.0,28364615200.0,6.124179679
4894,Cyprus,CYP,1999,926049.0,10497908306.0,3.898942831
4895,Czech Republic,CZE,1999,10283860.0,65173130995.0,3.217600843
4896,Germany,DEU,1999,82100243.0,2194950000000.0,0.958397265
4897,Dominica,DMA,1999,69828.0,331759259.3,12.1373151
4898,Denmark,DNK,1999,5321799.0,177965000000.0,1.940990842
4899,Dominican Republic,DOM,1999,8343288.0,22136621337.0,7.821030714
4900,Algeria,DZA,1999,30623406.0,48640653469.0,11.10697987
4901,East Asia & Pacific (excluding high income),EAP,1999,1798639494.0,1575560000000.0,15.98884322
4902,Early-demographic dividend,EAR,1999,2428606122.0,3108680000000.0,11.26699038
4903,East Asia & Pacific,EAS,1999,2028650228.0,7738790000000.0,4.781522875
4904,Europe & Central Asia (excluding high income),ECA,1999,391488162.0,627736000000.0,10.74350159
4905,Europe & Central Asia,ECS,1999,860311870.0,10674800000000.0,2.462651869
4906,Ecuador,ECU,1999,12442109.0,19645272636.0,17.57135182
4907,"Egypt, Arab Rep.",EGY,1999,67515591.0,90710704807.0,15.90864759
4908,Euro area,EMU,1999,320258891.0,7116180000000.0,2.130386604
4909,Eritrea,ERI,1999,2237412.0,688921325.7,22.72233597
4910,Spain,ESP,1999,40386875.0,634908000000.0,3.817378211
4911,Estonia,EST,1999,1390244.0,5756912266.0,3.628147187
4912,Ethiopia,ETH,1999,64343008.0,7700833482.0,45.48546315
4913,European Union,EUU,1999,428815486.0,7925750000000.0,2.254915346
4914,Fragile and conflict affected situations,FCS,1999,558627550.0,427552000000.0,16.81774629
4915,Finland,FIN,1999,5165474.0,135264000000.0,2.886160925
4916,Fiji,FJI,1999,806302.0,1936484565.0,16.40491859
4917,France,FRA,1999,60496708.0,1493150000000.0,2.236261411
4918,Faroe Islands,FRO,1999,46428.0,1120280382.0,16.29623943
4919,"Micronesia, Fed. Sts.",FSM,1999,107769.0,220140500.0,23.648261
4920,Gabon,GAB,1999,1199058.0,4662992036.0,7.293625914
4921,United Kingdom,GBR,1999,58682466.0,1685760000000.0,0.876608732
4922,Georgia,GEO,1999,4157192.0,2800026339.0,24.7217175
4923,Ghana,GHA,1999,18812369.0,7719354839.0,35.77634379
4924,Guinea,GIN,1999,8054745.0,3461282543.0,21.49546542
4925,"Gambia, The",GMB,1999,1277118.0,814723460.1,24.01224521
4926,Guinea-Bissau,GNB,1999,1177133.0,224446663.8,55.04083027
4927,Greece,GRC,1999,10761698.0,142589000000.0,5.783494705
4928,Grenada,GRD,1999,102429.0,482009370.4,5.372240727
4929,Guatemala,GTM,1999,11311078.0,18318412251.0,23.04635982
4930,Guyana,GUY,1999,749676.0,694754988.3,35.01394943
4931,High income,HIC,1999,1068197515.0,27137100000000.0,1.689528454
4932,Honduras,HND,1999,6397140.0,6414520530.0,13.61819036
4933,Heavily indebted poor countries (HIPC),HPC,1999,458867418.0,162689000000.0,27.21489142
4934,Croatia,HRV,1999,4512597.0,23677307509.0,5.393085168
4935,Haiti,HTI,1999,8319070.0,4153736347.0,22.56107084
4936,Hungary,HUN,1999,10237530.0,49073380174.0,5.310423692
4937,IBRD only,IBD,1999,3940452377.0,5376180000000.0,10.67904306
4938,IDA & IBRD total,IBT,1999,4992700760.0,5858240000000.0,11.94980789
4939,IDA total,IDA,1999,1052248383.0,482223000000.0,25.99565306
4940,IDA blend,IDB,1999,351519915.0,181553000000.0,24.84624813
4941,Indonesia,IDN,1999,208615171.0,140001000000.0,19.6126764
4942,IDA only,IDX,1999,700728468.0,301761000000.0,26.71412084
4943,India,IND,1999,1038058154.0,458820000000.0,22.98896098
4944,Ireland,IRL,1999,3754786.0,98893958263.0,2.572291674
4945,"Iran, Islamic Rep.",IRN,1999,64800875.0,113848000000.0,9.914986215
4946,Iraq,IRQ,1999,22802061.0,36881601584.0,7.203503924
4947,Iceland,ISL,1999,277381.0,8982047589.0,7.629535205
4948,Israel,ISR,1999,6125000.0,117166000000.0,1.523502071
4949,Italy,ITA,1999,56916317.0,1252450000000.0,2.722232363
4950,Jamaica,JAM,1999,2632677.0,8887061867.0,6.679597213
4951,Jordan,JOR,1999,5031754.0,8149106065.0,2.005757915
4952,Japan,JPN,1999,126631000.0,4635980000000.0,1.576060291
4953,Kazakhstan,KAZ,1999,14928374.0,16870821840.0,9.88634864
4954,Kenya,KEN,1999,31098763.0,12896013577.0,28.74407961
4955,Kyrgyz Republic,KGZ,1999,4840400.0,1249061487.0,34.88162646
4956,Cambodia,KHM,1999,11886464.0,3517242477.0,40.90385299
4957,Kiribati,KIR,1999,82969.0,69032258.06,25.16448598
4958,St. Kitts and Nevis,KNA,1999,43622.0,406595484.4,1.75160252
4959,"Korea, Rep.",KOR,1999,46616677.0,497513000000.0,4.249754418
4960,Kuwait,KWT,1999,1951642.0,30123850197.0,0.427494902
4961,Latin America & Caribbean (excluding high income),LAC,1999,464933468.0,1791780000000.0,5.492417657
4962,Lao PDR,LAO,1999,5235339.0,1454430642.0,34.31197937
4963,Lebanon,LBN,1999,3747762.0,17391056369.0,6.196850093
4964,Latin America & Caribbean,LCN,1999,513366691.0,2075440000000.0,5.250382983
4965,Least developed countries: UN classification,LDC,1999,640865573.0,189528000000.0,28.77922929
4966,Low income,LIC,1999,376471932.0,161128000000.0,28.7101559
4967,Sri Lanka,LKA,1999,18663293.0,15656327860.0,20.72848094
4968,Lower middle income,LMC,1999,2402132069.0,1432250000000.0,19.76053932
4969,Low & middle income,LMY,1999,4942547019.0,5494950000000.0,12.49103226
4970,Lesotho,LSO,1999,2019732.0,912771290.6,8.784630254
4971,Late-demographic dividend,LTE,1999,2029606212.0,3098790000000.0,9.831261645
4972,Lithuania,LTU,1999,3524238.0,10971583945.0,6.382887327
4973,Luxembourg,LUX,1999,430475.0,21899317599.0,0.713557133
4974,Latvia,LVA,1999,2390482.0,7533788134.0,3.657906282
4975,Morocco,MAR,1999,28455504.0,41632027600.0,13.86554305
4976,Moldova,MDA,1999,2929735.0,1170782957.0,24.8810986
4977,Madagascar,MDG,1999,15282524.0,4277903780.0,33.27966289
4978,Middle East & North Africa,MEA,1999,309436718.0,933774000000.0,8.208591148
4979,Mexico,MEX,1999,97484823.0,600233000000.0,3.68106669
4980,Marshall Islands,MHL,1999,50418.0,114326300.0,7.895733528
4981,Middle income,MIC,1999,4566075087.0,5337730000000.0,11.99975217
4982,North Macedonia,MKD,1999,2017142.0,3863621186.0,10.51768312
4983,Mali,MLI,1999,10642937.0,3440743432.0,35.55571603
4984,Malta,MLT,1999,387578.0,4121350732.0,2.185238504
4985,Middle East & North Africa (excluding high income),MNA,1999,274350014.0,501593000000.0,12.55616446
4986,Mongolia,MNG,1999,2376228.0,1057408589.0,31.69783307
4987,Mozambique,MOZ,1999,17244176.0,5976408044.0,22.93655129
4988,Mauritania,MRT,1999,2561584.0,1985924387.0,26.27665563
4989,Mauritius,MUS,1999,1175267.0,4343710333.0,4.996351927
4990,Malawi,MWI,1999,10854325.0,1775921718.0,34.40007686
4991,Malaysia,MYS,1999,22661293.0,79148421053.0,10.84238805
4992,North America,NAC,1999,309502571.0,10312400000000.0,1.219635403
4993,Namibia,NAM,1999,1763861.0,3868541599.0,8.766234059
4994,New Caledonia,NCL,1999,209214.0,3647802046.0,2.163765231
4995,Niger,NER,1999,10929922.0,2537790023.0,35.00259458
4996,Nigeria,NGA,1999,119260055.0,59372613486.0,26.02848571
4997,Nicaragua,NIC,1999,4991041.0,4855717875.0,17.00021697
4998,Netherlands,NLD,1999,15812088.0,447050000000.0,2.3296675
4999,Norway,NOR,1999,4461913.0,162284000000.0,2.05184686
5000,Nepal,NPL,1999,23509971.0,5033642384.0,38.70148172
5001,New Zealand,NZL,1999,3835100.0,58762260626.0,6.275777407
5002,OECD members,OED,1999,1192267323.0,27033300000000.0,1.834528278
5003,Oman,OMN,1999,2254898.0,15593456177.0,2.952894164
5004,Other small states,OSS,1999,20540135.0,80948689717.0,4.769037458
5005,Pakistan,PAK,1999,138624625.0,62973855719.0,25.16928551
5006,Panama,PAN,1999,2971197.0,12130252200.0,6.021101523
5007,Peru,PER,1999,26078295.0,50187324568.0,8.264501734
5008,Philippines,PHL,1999,76325927.0,85640133800.0,15.19435542
5009,Papua New Guinea,PNG,1999,5716166.0,3477038204.0,34.25726649
5010,Poland,POL,1999,38660271.0,170031000000.0,3.25278342
5011,Pre-demographic dividend,PRE,1999,535773383.0,239626000000.0,23.12221154
5012,Puerto Rico,PRI,1999,3800081.0,57841000000.0,0.580729932
5013,Portugal,PRT,1999,10217828.0,127470000000.0,3.289172486
5014,Paraguay,PRY,1999,5216346.0,8837070236.0,14.00455833
5015,West Bank and Gaza,PSE,1999,2848431.0,4271200000.0,10.6504027
5016,Post-demographic dividend,PST,1999,1015421531.0,25942700000000.0,1.655861186
5017,French Polynesia,PYF,1999,236217.0,3797016079.0,4.494117615
5018,Romania,ROU,1999,22472040.0,35952781582.0,12.64911186
5019,Russian Federation,RUS,1999,147214776.0,195907000000.0,6.580647609
5020,Rwanda,RWA,1999,7501238.0,2155659413.0,31.56689101
5021,South Asia,SAS,1999,1365067953.0,598324000000.0,23.38009844
5022,Saudi Arabia,SAU,1999,20194531.0,161717000000.0,5.67955272
5023,Sudan,SDN,1999,26626512.0,10682045258.0,43.26549942
5024,Senegal,SEN,1999,9568717.0,6592835458.0,17.37601174
5025,Singapore,SGP,1999,3958723.0,86284660767.0,0.111245962
5026,Solomon Islands,SLB,1999,401592.0,488001488.2,33.60016942
5027,Sierra Leone,SLE,1999,4462374.0,669384768.9,59.86649046
5028,El Salvador,SLV,1999,5844834.0,11284197000.0,7.933731572
5029,Serbia,SRB,1999,7540401.0,19388663551.0,18.4179718
5030,Sub-Saharan Africa (excluding high income),SSA,1999,648067928.0,397995000000.0,16.41130619
5031,Sub-Saharan Africa,SSF,1999,648148338.0,398622000000.0,16.39034814
5032,Small states,SST,1999,28948552.0,116633000000.0,5.278152977
5033,Suriname,SUR,1999,465380.0,886290697.7,8.446622322
5034,Slovak Republic,SVK,1999,5396020.0,30463670124.0,1.644106718
5035,Slovenia,SVN,1999,1983045.0,22711384311.0,2.992258767
5036,Sweden,SWE,1999,8857874.0,274072000000.0,2.130188908
5037,Eswatini,SWZ,1999,994105.0,1547884442.0,11.11877168
5038,Seychelles,SYC,1999,80410.0,622985493.7,3.10068203
5039,Syrian Arab Republic,SYR,1999,16013992.0,72970334076.0,24.34586103
5040,Chad,TCD,1999,8053532.0,1534673583.0,38.06880108
5041,East Asia & Pacific (IDA & IBRD countries),TEA,1999,1775880197.0,1573330000000.0,15.96263387
5042,Europe & Central Asia (IDA & IBRD countries),TEC,1999,434661030.0,821571000000.0,9.039339267
5043,Togo,TGO,1999,4780455.0,1576672792.0,36.93322318
5044,Thailand,THA,1999,62298569.0,126669000000.0,8.892995278
5045,Tajikistan,TJK,1999,6119664.0,1086605267.0,25.38863941
5046,Turkmenistan,TKM,1999,4466133.0,2450564468.0,24.84168537
5047,Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,497441659.0,1968530000000.0,5.421384985
5048,Middle East & North Africa (IDA & IBRD countries),TMN,1999,271501583.0,497322000000.0,12.57215482
5049,Tonga,TON,1999,97475.0,199214633.2,22.38406962
5050,South Asia (IDA & IBRD),TSA,1999,1365067953.0,598324000000.0,23.38009844
5051,Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,648148338.0,398622000000.0,16.39034814
5052,Trinidad and Tobago,TTO,1999,1263927.0,6808982521.0,1.935923113
5053,Tunisia,TUN,1999,9613587.0,22943685719.0,10.60633896
5054,Turkey,TUR,1999,62287391.0,256386000000.0,10.45782594
5055,Tuvalu,TUV,1999,9344.0,13687141.11,20.71161561
5056,Tanzania,TZA,1999,32682240.0,12711213451.0,26.43229897
5057,Uganda,UGA,1999,22952406.0,5998563258.0,34.78597875
5058,Ukraine,UKR,1999,49674000.0,31580638464.0,11.87500958
5059,Upper middle income,UMC,1999,2163943018.0,3905440000000.0,9.15281165
5060,Uruguay,URY,1999,3308005.0,23983945191.0,5.815251192
5061,United States,USA,1999,279040000.0,9630660000000.0,1.151182522
5062,Uzbekistan,UZB,1999,24311650.0,17078465982.0,29.02295341
5063,St. Vincent and the Grenadines,VCT,1999,107763.0,390718518.5,6.93973117
5064,"Venezuela, RB",VEN,1999,23739835.0,97976886247.0,4.351061428
5065,Vietnam,VNM,1999,79035871.0,28683659007.0,25.43443799
5066,Vanuatu,VUT,1999,181259.0,268006972.7,24.84606712
5067,World,WLD,1999,6034484369.0,32736600000000.0,3.51261172
5068,Samoa,WSM,1999,173606.0,258833766.6,16.42762065
5069,"Yemen, Rep.",YEM,1999,16921157.0,7641102523.0,16.43482929
5070,South Africa,ZAF,1999,44338551.0,151517000000.0,2.846399173
5071,Zambia,ZMB,1999,10140564.0,3404311977.0,18.18997166
5072,Zimbabwe,ZWE,1999,11822722.0,6858013100.0,15.48126672
5073,Aruba,ABW,2000,90866.0,1873452514.0,0.410021828
5074,Africa Eastern and Southern,AFE,2000,398113044.0,283953000000.0,12.5789843
5075,Africa Western and Central,AFW,2000,267214544.0,140408000000.0,21.21770129
5076,Angola,AGO,2000,16395477.0,9129634978.0,5.664689564
5077,Albania,ALB,2000,3089027.0,3480355258.0,24.51541204
5078,Arab World,ARB,2000,282344141.0,816039000000.0,8.649374304
5079,United Arab Emirates,ARE,2000,3134067.0,104337000000.0,2.262650093
5080,Argentina,ARG,2000,36870796.0,284204000000.0,4.679910944
5081,Antigua and Barbuda,ATG,2000,76007.0,826370370.4,1.59689853
5082,Australia,AUS,2000,19153000.0,415576000000.0,3.114903237
5083,Austria,AUT,2000,8011566.0,197290000000.0,1.647300213
5084,Azerbaijan,AZE,2000,8048600.0,5272798391.0,16.08486467
5085,Burundi,BDI,2000,6378871.0,870486065.9,44.10704011
5086,Belgium,BEL,2000,10251250.0,236792000000.0,1.17600528
5087,Benin,BEN,2000,6865946.0,3519991326.0,23.54123399
5088,Burkina Faso,BFA,2000,11607951.0,2968369991.0,24.91403646
5089,Bangladesh,BGD,2000,127657862.0,53369787319.0,22.71814808
5090,Bulgaria,BGR,2000,8170172.0,13245833844.0,10.97048275
5091,"Bahamas, The",BHS,2000,298045.0,8076470000.0,1.344646857
5092,Bosnia and Herzegovina,BIH,2000,3751176.0,5567405599.0,9.001464072
5093,Belarus,BLR,2000,9979610.0,12736856828.0,12.09682717
5094,Belize,BLZ,2000,247310.0,832072450.0,14.64928925
5095,Bermuda,BMU,2000,61833.0,3480219000.0,0.668952155
5096,Bolivia,BOL,2000,8418270.0,8397912509.0,12.96581268
5097,Brazil,BRA,2000,174790339.0,655448000000.0,4.750459972
5098,Barbados,BRB,2000,271511.0,3059500000.0,1.995424089
5099,Brunei Darussalam,BRN,2000,333166.0,6001153306.0,1.024413492
5100,Bhutan,BTN,2000,591014.0,424464089.9,24.26719528
5101,Botswana,BWA,2000,1643333.0,5788329609.0,2.794699789
5102,Canada,CAN,2000,30685730.0,744773000000.0,2.091653007
5103,Central Europe and the Baltics,CEB,2000,108447824.0,428307000000.0,4.354582457
5104,Switzerland,CHE,2000,7184250.0,279841000000.0,1.0515353
5105,Chile,CHL,2000,15342350.0,77860932152.0,5.377918724
5106,China,CHN,2000,1262645000.0,1211350000000.0,14.67624166
5107,Cote d'Ivoire,CIV,2000,16454660.0,16577533355.0,16.19515451
5108,Cameroon,CMR,2000,15513944.0,10566578953.0,18.11774246
5109,"Congo, Dem. Rep.",COD,2000,47105830.0,19088046306.0,31.97235827
5110,"Congo, Rep.",COG,2000,3127420.0,3227927593.0,5.304252999
5111,Colombia,COL,2000,39629965.0,99886577331.0,8.305719533
5112,Comoros,COM,2000,542358.0,351136568.4,29.37631994
5113,Cabo Verde,CPV,2000,428178.0,539227277.6,12.8717827
5114,Costa Rica,CRI,2000,3962369.0,15013629659.0,9.248823187
5115,Caribbean small states,CSS,2000,6513486.0,34218221461.0,4.008642074
5116,Cuba,CUB,2000,11126423.0,30565400000.0,6.601255014
5117,Cyprus,CYP,2000,943288.0,9985844486.0,3.647264681
5118,Czech Republic,CZE,2000,10255063.0,61828166496.0,3.250528331
5119,Germany,DEU,2000,82211508.0,1947980000000.0,0.994789222
5120,Dominica,DMA,2000,69650.0,333470370.4,11.90399502
5121,Denmark,DNK,2000,5339616.0,164159000000.0,2.151853226
5122,Dominican Republic,DOM,2000,8471317.0,24305717542.0,6.718342047
5123,Algeria,DZA,2000,31042238.0,54790392746.0,8.395048495
5124,East Asia & Pacific (excluding high income),EAP,2000,1816455800.0,1734540000000.0,14.42126823
5125,Early-demographic dividend,EAR,2000,2472852816.0,3382440000000.0,10.38038144
5126,East Asia & Pacific,EAS,2000,2047640091.0,8373290000000.0,4.448411775
5127,Europe & Central Asia (excluding high income),ECA,2000,391578161.0,700114000000.0,9.513053635
5128,Europe & Central Asia,ECS,2000,861270071.0,10062600000000.0,2.416575166
5129,Ecuador,ECU,2000,12681123.0,18327764882.0,15.40454427
5130,"Egypt, Arab Rep.",EGY,2000,68831561.0,99838543960.0,15.53807704
5131,Euro area,EMU,2000,321310789.0,6495500000000.0,2.084471965
5132,Eritrea,ERI,2000,2292413.0,706370815.6,12.59042177
5133,Spain,ESP,2000,40567864.0,598363000000.0,3.745305634
5134,Estonia,EST,2000,1396985.0,5686579748.0,3.885009588
5135,Ethiopia,ETH,2000,66224809.0,8242392104.0,44.66601795
5136,European Union,EUU,2000,429328622.0,7276100000000.0,2.203661172
5137,Fragile and conflict affected situations,FCS,2000,572303917.0,501197000000.0,15.37633937
5138,Finland,FIN,2000,5176209.0,126020000000.0,2.953635977
5139,Fiji,FJI,2000,811011.0,1678239218.0,14.98754304
5140,France,FRA,2000,60912500.0,1365640000000.0,2.098357551
5141,Faroe Islands,FRO,2000,46738.0,1058702725.0,18.1569599
5142,"Micronesia, Fed. Sts.",FSM,2000,107405.0,233271800.0,24.07504893
5143,Gabon,GAB,2000,1228359.0,5080483464.0,6.213624522
5144,United Kingdom,GBR,2000,58892514.0,1662130000000.0,0.850705508
5145,Georgia,GEO,2000,4077131.0,3057475289.0,20.6020089
5146,Ghana,GHA,2000,19278850.0,4983024408.0,35.27152196
5147,Guinea,GIN,2000,8240735.0,2995361141.0,20.98183124
5148,"Gambia, The",GMB,2000,1317708.0,782915402.4,24.53228447
5149,Guinea-Bissau,GNB,2000,1201305.0,371095510.0,41.72867143
5150,Greece,GRC,2000,10805808.0,130458000000.0,5.435248181
5151,Grenada,GRD,2000,102837.0,520044370.4,5.164160494
5152,Guatemala,GTM,2000,11589761.0,19288827159.0,22.82114793
5153,Guyana,GUY,2000,746718.0,712667896.7,29.9832313
5154,High income,HIC,2000,1074819578.0,27706200000000.0,1.631775094
5155,"Hong Kong SAR, China",HKG,2000,6665000.0,171668000000.0,0.087327038
5156,Honduras,HND,2000,6574510.0,7103826902.0,14.37252354
5157,Heavily indebted poor countries (HIPC),HPC,2000,471680803.0,176406000000.0,25.91128944
5158,Croatia,HRV,2000,4468302.0,21839780971.0,4.961600952
5159,Haiti,HTI,2000,8463802.0,6813577558.0,17.18551672
5160,Hungary,HUN,2000,10210971.0,47218405892.0,4.934459878
5161,IBRD only,IBD,2000,3987186829.0,5850630000000.0,9.68795677
5162,IDA & IBRD total,IBT,2000,5065355830.0,6385860000000.0,10.96928546
5163,IDA total,IDA,2000,1078169001.0,535655000000.0,24.92256266
5164,IDA blend,IDB,2000,360173395.0,206705000000.0,23.40566867
5165,Indonesia,IDN,2000,211513822.0,165021000000.0,15.67870444
5166,IDA only,IDX,2000,717995606.0,329946000000.0,25.90612612
5167,India,IND,2000,1056575548.0,468395000000.0,21.60895747
5168,Ireland,IRL,2000,3805174.0,100208000000.0,2.504929039
5169,"Iran, Islamic Rep.",IRN,2000,65623397.0,109592000000.0,9.068419327
5170,Iraq,IRQ,2000,23497589.0,48364250944.0,4.634745507
5171,Iceland,ISL,2000,281205.0,9025660362.0,7.003858574
5172,Israel,ISR,2000,6289000.0,132456000000.0,1.330471508
5173,Italy,ITA,2000,56942108.0,1146680000000.0,2.56361412
5174,Jamaica,JAM,2000,2654698.0,9005064475.0,6.231900157
5175,Jordan,JOR,2000,5122495.0,8460424401.0,2.015423708
5176,Japan,JPN,2000,126843000.0,4968360000000.0,1.517880339
5177,Kazakhstan,KAZ,2000,14883626.0,18291994909.0,8.110783885
5178,Kenya,KEN,2000,31964557.0,12705357103.0,28.72178064
5179,Kyrgyz Republic,KGZ,2000,4898400.0,1369688498.0,34.18770856
5180,Cambodia,KHM,2000,12155241.0,3654031716.0,35.91870323
5181,Kiribati,KIR,2000,84405.0,67254174.4,19.95974138
5182,St. Kitts and Nevis,KNA,2000,44083.0,421695769.8,1.54557603
5183,"Korea, Rep.",KOR,2000,47008111.0,576178000000.0,3.857792038
5184,Kuwait,KWT,2000,2045123.0,37712842243.0,0.35521983
5185,Latin America & Caribbean (excluding high income),LAC,2000,471805920.0,1980740000000.0,5.086751184
5186,Lao PDR,LAO,2000,5323701.0,1731198022.0,33.63025103
5187,Lebanon,LBN,2000,3842774.0,17260364842.0,6.237509608
5188,Liberia,LBR,2000,2848447.0,874000000.0,76.07454233
5189,Latin America & Caribbean,LCN,2000,520903474.0,2291890000000.0,4.870802716
5190,Least developed countries: UN classification,LDC,2000,657030890.0,217451000000.0,26.88145579
5191,Low income,LIC,2000,387088076.0,188438000000.0,27.39727744
5192,Sri Lanka,LKA,2000,18777606.0,16330814180.0,19.92731504
5193,Lower middle income,LMC,2000,2445096607.0,1507450000000.0,18.40134187
5194,Low & middle income,LMY,2000,5015312017.0,6002720000000.0,11.44739559
5195,Lesotho,LSO,2000,2032805.0,887295267.9,7.827134815
5196,Late-demographic dividend,LTE,2000,2045117456.0,3402990000000.0,8.926269615
5197,Lithuania,LTU,2000,3499536.0,11524776867.0,5.586050778
5198,Luxembourg,LUX,2000,436300.0,21230182989.0,0.596866957
5199,Latvia,LVA,2000,2367550.0,7958852839.0,4.46531916
5200,Morocco,MAR,2000,28793672.0,38857251336.0,11.87727963
5201,Moldova,MDA,2000,2923783.0,1288429392.0,25.40932153
5202,Madagascar,MDG,2000,15766806.0,4629247091.0,30.87871729
5203,Middle East & North Africa,MEA,2000,315326781.0,1046430000000.0,7.301524027
5204,Mexico,MEX,2000,98899845.0,707907000000.0,3.323086312
5205,Marshall Islands,MHL,2000,50754.0,115347500.0,8.014391296
5206,Middle income,MIC,2000,4628223941.0,5819850000000.0,10.93459369
5207,North Macedonia,MKD,2000,2026350.0,3772857145.0,10.09628146
5208,Mali,MLI,2000,10946448.0,2961476518.0,32.90186772
5209,Malta,MLT,2000,390087.0,4069515579.0,1.872048947
5210,Middle East & North Africa (excluding high income),MNA,2000,279279614.0,532014000000.0,11.70217847
5211,Montenegro,MNE,2000,604950.0,984297589.4,11.30187792
5212,Mongolia,MNG,2000,2397417.0,1136896124.0,27.42253062
5213,Mozambique,MOZ,2000,17711925.0,5656473652.0,19.09520491
5214,Mauritania,MRT,2000,2630217.0,1779523344.0,24.8287453
5215,Mauritius,MUS,2000,1186873.0,4663313620.0,5.705010141
5216,Malawi,MWI,2000,11148751.0,1743506531.0,35.66084815
5217,Malaysia,MYS,2000,23194252.0,93789736842.0,8.599021888
5218,North America,NAC,2000,312909974.0,11000600000000.0,1.213876489
5219,Namibia,NAM,2000,1794583.0,3922247990.0,10.73102477
5220,New Caledonia,NCL,2000,213230.0,3420032042.0,2.189573978
5221,Niger,NER,2000,11331561.0,2241753120.0,36.57556007
5222,Nigeria,NGA,2000,122283853.0,69448756933.0,21.3572413
5223,Nicaragua,NIC,2000,5069310.0,5107329007.0,17.76550514
5224,Netherlands,NLD,2000,15925513.0,417479000000.0,2.298636968
5225,Norway,NOR,2000,4490967.0,171247000000.0,1.82301532
5226,Nepal,NPL,2000,23941099.0,5494252208.0,38.24389704
5227,New Zealand,NZL,2000,3857700.0,52623281957.0,7.75290181
5228,OECD members,OED,2000,1200836415.0,27629200000000.0,1.769968535
5229,Oman,OMN,2000,2267973.0,19507452536.0,2.242058668
5230,Other small states,OSS,2000,20917080.0,91409484062.0,4.287757732
5231,Pakistan,PAK,2000,142343583.0,82017743416.0,25.61725958
5232,Panama,PAN,2000,3030333.0,12304115000.0,6.293273429
5233,Peru,PER,2000,26459944.0,51744749133.0,8.069374917
5234,Philippines,PHL,2000,77991757.0,83669693589.0,13.94109439
5235,Palau,PLW,2000,19104.0,146297500.0,3.924332268
5236,Papua New Guinea,PNG,2000,5847590.0,3521339699.0,33.96639208
5237,Poland,POL,2000,38258629.0,172219000000.0,3.126724321
5238,Pre-demographic dividend,PRE,2000,550660000.0,277551000000.0,20.27221748
5239,Puerto Rico,PRI,2000,3810605.0,61701800000.0,0.660110402
5240,Portugal,PRT,2000,10289898.0,118605000000.0,3.109748284
5241,Paraguay,PRY,2000,5323202.0,8855705140.0,12.85665776
5242,West Bank and Gaza,PSE,2000,2922153.0,4313600000.0,9.681008902
5243,Post-demographic dividend,PST,2000,1020504874.0,26396300000000.0,1.607202165
5244,French Polynesia,PYF,2000,240681.0,3447543203.0,4.705882323
